DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,DFLCHART,DFLALTED,OUTCOME,ASVAB_STATUS,DISTNAME_CLEAN
234906,VAN ISD,234,VAN ZANDT,7,N,N,Meets Requirements, ,Van ISD
234907,WILLS POINT ISD,234,VAN ZANDT,10,N,N,Needs Assistance, ,Wills Point ISD
234909,FRUITVALE ISD,234,VAN ZANDT,7,N,N,Meets Requirements, ,Fruitvale ISD
235901,BLOOMINGTON ISD,235,VICTORIA,3,N,N,Needs Substantial Intervention, ,Bloomington ISD
235902,VICTORIA ISD,235,VICTORIA,3,N,N,Needs Intervention, ,Victoria ISD
235904,NURSERY ISD,235,VICTORIA,3,N,N,Meets Requirements, ,Nursery ISD
236801,RAVEN SCHOOL,236,WALKER,6,Y,Y,Meets Requirements, ,Raven School
236802,SAM HOUSTON STATE UNIVERSITY CHART,236,WALKER,6,Y,N,Meets Requirements, ,Sam Houston State University Chart
236901,NEW WAVERLY ISD,236,WALKER,6,N,N,Needs Assistance, ,New Waverly ISD
236902,HUNTSVILLE ISD,236,WALKER,6,N,N,Needs Assistance, ,Huntsville ISD
237902,HEMPSTEAD ISD,237,WALLER,4,N,N,Needs Intervention, ,Hempstead ISD
237904,WALLER ISD,237,WALLER,4,N,N,Meets Requirements, ,Waller ISD
237905,ROYAL ISD,237,WALLER,4,N,N,Meets Requirements, ,Royal ISD
238902,MONAHANS-WICKETT-PYOTE ISD,238,WARD,18,N,N,Meets Requirements, ,Monahans-Wickett-Pyote ISD
238904,GRANDFALLS-ROYALTY ISD,238,WARD,18,N,N,Meets Requirements, ,Grandfalls-Royalty ISD
239901,BRENHAM ISD,239,WASHINGTON,6,N,N,Needs Substantial Intervention, ,Brenham ISD
239903,BURTON ISD,239,WASHINGTON,6,N,N,Meets Requirements, ,Burton ISD
240801,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,240,WEBB,1,Y,Y,Meets Requirements, ,Triumph Public High Schools-Laredo
240901,LAREDO ISD,240,WEBB,1,N,N,Needs Assistance, ,Laredo ISD
240903,UNITED ISD,240,WEBB,1,N,N,Needs Intervention, ,United ISD
240904,WEBB CISD,240,WEBB,1,N,N,Meets Requirements,ASVAB Test not Offered,Webb CISD
241901,BOLING ISD,241,WHARTON,3,N,N,Meets Requirements, ,Boling ISD
241902,EAST BERNARD ISD,241,WHARTON,3,N,N,Needs Assistance, ,East Bernard ISD
241903,EL CAMPO ISD,241,WHARTON,3,N,N,Needs Assistance, ,El Campo ISD
241904,WHARTON ISD,241,WHARTON,3,N,N,Needs Assistance, ,Wharton ISD
241906,LOUISE ISD,241,WHARTON,3,N,N,Meets Requirements, ,Louise ISD
242902,SHAMROCK ISD,242,WHEELER,16,N,N,Meets Requirements, ,Shamrock ISD
242903,WHEELER ISD,242,WHEELER,16,N,N,Meets Requirements, ,Wheeler ISD
242905,KELTON ISD,242,WHEELER,16,N,N,Meets Requirements, ,Kelton ISD
242906,FORT ELLIOTT CISD,242,WHEELER,16,N,N,Meets Requirements, ,Fort Elliott CISD
243901,BURKBURNETT ISD,243,WICHITA,9,N,N,Meets Requirements, ,Burkburnett ISD
243902,ELECTRA ISD,243,WICHITA,9,N,N,Needs Assistance, ,Electra ISD
243903,IOWA PARK CISD,243,WICHITA,9,N,N,Meets Requirements, ,Iowa Park CISD
243905,WICHITA FALLS ISD,243,WICHITA,9,N,N,Needs Assistance, ,Wichita Falls ISD
243906,CITY VIEW ISD,243,WICHITA,9,N,N,Meets Requirements, ,City View ISD
244901,HARROLD ISD,244,WILBARGER,9,N,N,Meets Requirements, ,Harrold ISD
244903,VERNON ISD,244,WILBARGER,9,N,N,Needs Assistance, ,Vernon ISD
244905,NORTHSIDE ISD,244,WILBARGER,9,N,N,Meets Requirements, ,Northside ISD
245901,LASARA ISD,245,WILLACY,1,N,N,Meets Requirements, ,Lasara ISD
245902,LYFORD CISD,245,WILLACY,1,N,N,Meets Requirements, ,Lyford CISD
245903,RAYMONDVILLE ISD,245,WILLACY,1,N,N,Meets Requirements, ,Raymondville ISD
245904,SAN PERLITA ISD,245,WILLACY,1,N,N,Meets Requirements, ,San Perlita ISD
246801,MERIDIAN WORLD SCHOOL LLC,246,WILLIAMSON,13,Y,N,Meets Requirements, ,Meridian World School LLC
246802,GOODWATER MONTESSORI SCHOOL,246,WILLIAMSON,13,Y,N,Meets Requirements, ,Goodwater Montessori School
246902,FLORENCE ISD,246,WILLIAMSON,13,N,N,Meets Requirements, ,Florence ISD
246904,GEORGETOWN ISD,246,WILLIAMSON,13,N,N,Meets Requirements, ,Georgetown ISD
246905,GRANGER ISD,246,WILLIAMSON,13,N,N,Meets Requirements, ,Granger ISD
246906,HUTTO ISD,246,WILLIAMSON,13,N,N,Meets Requirements, ,Hutto ISD
246907,JARRELL ISD,246,WILLIAMSON,13,N,N,Meets Requirements, ,Jarrell ISD
246908,LIBERTY HILL ISD,246,WILLIAMSON,13,N,N,Meets Requirements, ,Liberty Hill ISD
246909,ROUND ROCK ISD,246,WILLIAMSON,13,N,N,Meets Requirements, ,Round Rock ISD
246911,TAYLOR ISD,246,WILLIAMSON,13,N,N,Needs Intervention, ,Taylor ISD
246912,THRALL ISD,246,WILLIAMSON,13,N,N,Meets Requirements, ,Thrall ISD
246913,LEANDER ISD,246,WILLIAMSON,13,N,N,Meets Requirements, ,Leander ISD
246914,COUPLAND ISD,246,WILLIAMSON,13,N,N,Meets Requirements, ,Coupland ISD
247901,FLORESVILLE ISD,247,WILSON,20,N,N,Needs Intervention, ,Floresville ISD
247903,LA VERNIA ISD,247,WILSON,20,N,N,Meets Requirements, ,La Vernia ISD
247904,POTH ISD,247,WILSON,20,N,N,Meets Requirements, ,Poth ISD
247906,STOCKDALE ISD,247,WILSON,20,N,N,Meets Requirements, ,Stockdale ISD
248901,KERMIT ISD,248,WINKLER,18,N,N,Meets Requirements, ,Kermit ISD
248902,WINK-LOVING ISD,248,WINKLER,18,N,N,Meets Requirements, ,Wink-Loving ISD
249901,ALVORD ISD,249,WISE,11,N,N,Meets Requirements, ,Alvord ISD
249902,BOYD ISD,249,WISE,11,N,N,Meets Requirements, ,Boyd ISD
249903,BRIDGEPORT ISD,249,WISE,11,N,N,Meets Requirements, ,Bridgeport ISD
249904,CHICO ISD,249,WISE,11,N,N,Meets Requirements, ,Chico ISD
249905,DECATUR ISD,249,WISE,11,N,N,Meets Requirements, ,Decatur ISD
249906,PARADISE ISD,249,WISE,11,N,N,Meets Requirements, ,Paradise ISD
249908,SLIDELL ISD,249,WISE,11,N,N,Meets Requirements, ,Slidell ISD
250902,HAWKINS ISD,250,WOOD,7,N,N,Meets Requirements, ,Hawkins ISD
250903,MINEOLA ISD,250,WOOD,7,N,N,Meets Requirements, ,Mineola ISD
250904,QUITMAN ISD,250,WOOD,7,N,N,Meets Requirements, ,Quitman ISD
250905,YANTIS ISD,250,WOOD,7,N,N,Meets Requirements, ,Yantis ISD
250906,ALBA-GOLDEN ISD,250,WOOD,7,N,N,Meets Requirements, ,Alba-Golden ISD
250907,WINNSBORO ISD,250,WOOD,7,N,N,Meets Requirements, ,Winnsboro ISD
251901,DENVER CITY ISD,251,YOAKUM,17,N,N,Meets Requirements, ,Denver City ISD
251902,PLAINS ISD,251,YOAKUM,17,N,N,Meets Requirements, ,Plains ISD
252901,GRAHAM ISD,252,YOUNG,9,N,N,Meets Requirements, ,Graham ISD
252902,NEWCASTLE ISD,252,YOUNG,9,N,N,Meets Requirements, ,Newcastle ISD
252903,OLNEY ISD,252,YOUNG,9,N,N,Meets Requirements, ,Olney ISD
253901,ZAPATA COUNTY ISD,253,ZAPATA,1,N,N,Meets Requirements, ,Zapata County ISD
254901,CRYSTAL CITY ISD,254,ZAVALA,20,N,N,Needs Assistance, ,Crystal City ISD
254902,LA PRYOR ISD,254,ZAVALA,20,N,N,Meets Requirements, ,La Pryor ISD
