COUNTY,REGION,GRDSPAN,PAIRCAMP,CAMPUS,DISTRICT,CAMPNAME,DISTNAME,CNTYNAME,GRDTYPE,CFLCHART,CFLALTED,PAIRNAME,CAD_PROGRESS,CAD_GAP,CAD_READ,CAD_MATH,CAD_SCIE,CAD_SOCI,CAD_POST,C_RATING
"'012","'09","'EE - 04"," ","'012901101","'012901","SEYMOUR EL","SEYMOUR ISD","BAYLOR","E","N","N"," ","1","1","1","1"," "," ","1","A"
"'013","'02","'KG - 06"," ","'013801101","'013801","ST MARY'S ACADEMY CHARTER SCHOOL","ST MARY'S ACADEMY CHARTER SCHOOL","BEE","E","Y","N"," ","0","0","0","0","1"," ","0","B"
"'013","'02","'09 - 12"," ","'013901001","'013901","A C JONES H S","BEEVILLE ISD","BEE","S","N","N"," ","0","0","1","1","1","0","0","B"
"'013","'02","'06 - 08"," ","'013901041","'013901","MORENO J H","BEEVILLE ISD","BEE","M","N","N"," ","0","0","0","0","0","0","0","C"
"'013","'02","'01 - 05"," ","'013901101","'013901","R A HALL EL","BEEVILLE ISD","BEE","E","N","N"," ","0","1","0","0","1"," ","1","B"
"'013","'02","'01 - 05"," ","'013901102","'013901","FADDEN-MCKEOWN-CHAMBLISS EL","BEEVILLE ISD","BEE","E","N","N"," ","1","1","0","0","0"," ","1","B"
"'013","'02","'EE - KG","'013901101","'013901105","'013901","HAMPTON-MORENO-DUGAT EARLY CHILDHOOD CENTER","BEEVILLE ISD","BEE","E","N","N","R A HALL EL"," "," "," "," "," "," "," ","B"
"'013","'02","'PK - 08"," ","'013902101","'013902","PAWNEE EL / J H","PAWNEE ISD","BEE","E","N","N"," ","1","0","1","1","1"," ","1","B"
"'013","'02","'06 - 12"," ","'013903001","'013903","PETTUS SECONDARY","PETTUS ISD","BEE","B","N","N"," ","1","0","0","0","1","0","0","B"
"'013","'02","'PK - 05"," ","'013903101","'013903","PETTUS EL","PETTUS ISD","BEE","E","N","N"," ","0","0","0","0","1"," ","0","C"
"'013","'02","'09 - 12"," ","'013905001","'013905","SKIDMORE-TYNAN H S","SKIDMORE-TYNAN ISD","BEE","S","N","N"," ","1","1","0","1","1","1","1","A"
"'013","'02","'06 - 08"," ","'013905041","'013905","SKIDMORE-TYNAN J H","SKIDMORE-TYNAN ISD","BEE","M","N","N"," ","1","1","0","0","0","1","0","B"
"'013","'02","'PK - 05"," ","'013905101","'013905","SKIDMORE-TYNAN EL","SKIDMORE-TYNAN ISD","BEE","E","N","N"," ","1","1","0","0","0"," ","0","A"
"'014","'20","'09 - 12"," ","'014801001","'014801","RICHARD MILBURN ALTER H S (KILLEEN)","RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN","BELL","S","Y","Y"," "," "," "," "," "," "," "," ","Not Rated: Senate Bill 1365"
"'014","'20","'09 - 12"," ","'014801002","'014801","RICHARD MILBURN ACADEMY ODESSA","RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN","BELL","S","Y","Y"," "," "," "," "," "," "," "," ","Not Rated: Senate Bill 1365"
"'014","'20","'09 - 12"," ","'014801004","'014801","RICHARD MILBURN ACADEMY LUBBOCK","RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN","BELL","S","Y","Y"," "," "," "," "," "," "," "," ","Not Rated: Senate Bill 1365"
"'014","'20","'09 - 12"," ","'014801005","'014801","RICHARD MILBURN ACADEMY HOUSTON (SUBURBAN)","RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN","BELL","S","Y","Y"," "," "," "," "," "," "," "," ","Not Rated: Senate Bill 1365"
"'014","'20","'09 - 12"," ","'014801006","'014801","RICHARD MILBURN ACADEMY FORT WORTH","RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN","BELL","S","Y","Y"," "," "," "," "," "," "," "," ","Not Rated: Senate Bill 1365"
"'014","'20","'09 - 12"," ","'014801007","'014801","RICHARD MILBURN ACADEMY CORPUS CHRISTI","RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN","BELL","S","Y","Y"," "," "," "," "," "," "," "," ","Not Rated: Senate Bill 1365"
"'014","'20","'09 - 12"," ","'014801008","'014801","RICHARD MILBURN ACADEMY AMARILLO","RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN","BELL","S","Y","Y"," "," "," "," "," "," "," "," ","Not Rated: Senate Bill 1365"
"'014","'20","'09 - 12"," ","'014801009","'014801","RICHARD MILBURN ACADEMY PASADENA","RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN","BELL","S","Y","Y"," "," "," "," "," "," "," "," ","C"
"'014","'20","'09 - 12"," ","'014801010","'014801","RICHARD MILBURN ACADEMY MIDLAND SOUTH","RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN","BELL","S","Y","Y"," "," "," "," "," "," "," "," ","C"
"'014","'12","'PK - 08"," ","'014803002","'014803","GEORGETOWN CHARTER ACADEMY","PRIORITY CHARTER SCHOOLS","BELL","E","Y","N"," ","0","0","0","0"," "," ","0","C"
"'014","'12","'PK - 12"," ","'014803003","'014803","COVE CHARTER ACADEMY","PRIORITY CHARTER SCHOOLS","BELL","B","Y","N"," ","1","0","1","0","1","1","0","B"
"'014","'12","'PK - 12"," ","'014803004","'014803","CEDAR PARK CHARTER ACADEMY","PRIORITY CHARTER SCHOOLS","BELL","B","Y","N"," ","1","1","1","1","0","0","1","B"
"'014","'12","'PK - 12"," ","'014803101","'014803","TEMPLE CHARTER ACADEMY","PRIORITY CHARTER SCHOOLS","BELL","B","Y","N"," ","0","0","1","0","0","0","0","C"
"'014","'12","'02 - 11"," ","'014804002","'014804","NEW HORIZONS","ORENDA CHARTER SCHOOL","BELL","B","Y","N"," "," "," "," "," "," "," "," ","Not Rated"
"'014","'12","'06 - 12"," ","'014804005","'014804","GATEWAY TECH H S","ORENDA CHARTER SCHOOL","BELL","B","Y","Y"," "," "," "," "," "," "," "," ","A"
"'014","'12","'KG - 12"," ","'014804006","'014804","GATEWAY COLLEGE PREPARATORY SCHOOL","ORENDA CHARTER SCHOOL","BELL","B","Y","N"," ","0","1","0","1","1","1","1","A"
"'014","'12","'KG - 08"," ","'014804007","'014804","NOLAN CREEK SCHOOL","ORENDA CHARTER SCHOOL","BELL","E","Y","N"," ","0","0","0","0","0"," ","0","C"
"'014","'12","'KG - 11"," ","'014804008","'014804","KINGSLAND SCHOOL","ORENDA CHARTER SCHOOL","BELL","B","Y","N"," ","1","0","0","0","1","0","0","B"
"'014","'12","'09 - 12"," ","'014901001","'014901","ACADEMY H S","ACADEMY ISD","BELL","S","N","N"," ","0","0","0","0","0","0","0","B"
"'014","'12","'06 - 08"," ","'014901041","'014901","ACADEMY J H","ACADEMY ISD","BELL","M","N","N"," ","0","0","0","0","0","0","0","B"
"'014","'12","'03 - 05"," ","'014901101","'014901","ACADEMY INT","ACADEMY ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'014","'12","'PK - 02","'014901101","'014901102","'014901","ACADEMY EL","ACADEMY ISD","BELL","E","N","N","ACADEMY INT"," "," "," "," "," "," "," ","B"
"'014","'13","'PK - 12"," ","'014902001","'014902","BARTLETT SCHOOLS","BARTLETT ISD","BELL","B","N","N"," ","0","0","0","0","0","0","1","B"
"'014","'12","'09 - 12"," ","'014903001","'014903","BELTON H S","BELTON ISD","BELL","S","N","N"," ","0","0","0","0","0","0","0","B"
"'014","'12","'09 - 11"," ","'014903010","'014903","LAKE BELTON H S","BELTON ISD","BELL","S","N","N"," ","0","0","0","0","0","0","0","B"
"'014","'12","'06 - 08"," ","'014903043","'014903","LAKE BELTON MIDDLE","BELTON ISD","BELL","M","N","N"," ","0","0","0","0","0","0","0","B"
"'014","'12","'06 - 08"," ","'014903044","'014903","SOUTH BELTON MIDDLE","BELTON ISD","BELL","M","N","N"," ","0","0","0","0","0","0","0","Not Rated: Senate Bill 1365"
"'014","'12","'06 - 08"," ","'014903045","'014903","NORTH BELTON MIDDLE","BELTON ISD","BELL","M","N","N"," ","0","0","0","0","0","0","0","C"
"'014","'12","'06 - 08"," ","'014903046","'014903","BELTON MIDDLE","BELTON ISD","BELL","M","N","N"," ","0","0","0","0","0","0","0","C"
"'014","'12","'KG - 05"," ","'014903102","'014903","LEON HEIGHTS EL","BELTON ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'014","'12","'KG - 05"," ","'014903103","'014903","MILLER HEIGHTS EL","BELTON ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'014","'12","'KG - 05"," ","'014903104","'014903","SOUTHWEST EL","BELTON ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'014","'12","'KG - 05"," ","'014903108","'014903","LAKEWOOD EL","BELTON ISD","BELL","E","N","N"," ","1","1","0","0","1"," ","0","A"
"'014","'12","'KG - 05"," ","'014903109","'014903","SPARTA EL","BELTON ISD","BELL","E","N","N"," ","1","1","0","0","0"," ","0","A"
"'014","'12","'KG - 05"," ","'014903111","'014903","JOE M PIRTLE EL","BELTON ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'014","'12","'KG - 05"," ","'014903116","'014903","TARVER EL","BELTON ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'014","'12","'KG - 05"," ","'014903117","'014903","HIGH POINT EL","BELTON ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'014","'12","'KG - 05"," ","'014903118","'014903","CHISHOLM TRAIL EL","BELTON ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'014","'12","'EE - PK","'014903000","'014903119","'014903","BELTON EARLY CHILDHOOD SCHOOL","BELTON ISD","BELL","E","N","N","BELTON ISD"," "," "," "," "," "," "," ","B"
"'014","'12","'KG - 05"," ","'014903120","'014903","CHARTER OAK EL","BELTON ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'014","'12","'09 - 12"," ","'014905001","'014905","HOLLAND H S","HOLLAND ISD","BELL","S","N","N"," ","1","1","1","1","0","1","0","A"
"'014","'12","'06 - 08"," ","'014905041","'014905","HOLLAND MIDDLE","HOLLAND ISD","BELL","M","N","N"," ","1","1","1","1","1","1","1","A"
"'014","'12","'EE - 05"," ","'014905101","'014905","HOLLAND EL","HOLLAND ISD","BELL","E","N","N"," ","0","0","0","0","1"," ","0","B"
"'014","'12","'09 - 12"," ","'014906001","'014906","KILLEEN H S","KILLEEN ISD","BELL","S","N","N"," ","0","0","0","0","1","1","0","C"
"'014","'12","'09 - 12"," ","'014906002","'014906","C E ELLISON H S","KILLEEN ISD","BELL","S","N","N"," ","0","0","0","0","0","0","0","B"
"'014","'12","'09 - 12"," ","'014906004","'014906","GATEWAY H S","KILLEEN ISD","BELL","S","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'014","'12","'09 - 12"," ","'014906006","'014906","PATHWAYS ACADEMIC CAMPUS","KILLEEN ISD","BELL","S","N","Y"," "," "," "," "," "," "," "," ","B"
"'014","'12","'09 - 12"," ","'014906007","'014906","HARKER HEIGHTS H S","KILLEEN ISD","BELL","S","N","N"," ","0","0","0","0","0","0","0","B"
"'014","'12","'09 - 12"," ","'014906008","'014906","ROBERT M SHOEMAKER H S","KILLEEN ISD","BELL","S","N","N"," ","0","0","0","0","0","0","0","C"
"'014","'12","'06 - 08"," ","'014906009","'014906","GATEWAY MIDDLE","KILLEEN ISD","BELL","M","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'014","'12","'09 - 12"," ","'014906013","'014906","KILLEEN ISD EARLY COLLEGE H S","KILLEEN ISD","BELL","S","N","N"," ","0","0","0","0","0","0","0","A"
"'014","'12","'01 - 12"," ","'014906022","'014906","ADVENTHEALTH SCHOOL","KILLEEN ISD","BELL","B","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'014","'12","'07 - 09"," ","'014906026","'014906","KILLEEN JJAEP","KILLEEN ISD","BELL","M","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'014","'12","'06 - 08"," ","'014906043","'014906","RANCIER MIDDLE","KILLEEN ISD","BELL","M","N","N"," ","0","0","0","0","0","0","0","Not Rated: Senate Bill 1365"
"'014","'12","'06 - 08"," ","'014906044","'014906","MANOR MIDDLE","KILLEEN ISD","BELL","M","N","N"," ","0","0","0","0","0","0","0","Not Rated: Senate Bill 1365"
"'014","'12","'06 - 08"," ","'014906046","'014906","EASTERN HILLS MIDDLE","KILLEEN ISD","BELL","M","N","N"," ","0","0","0","0","0","0","1","C"
"'014","'12","'06 - 08"," ","'014906048","'014906","PALO ALTO MIDDLE","KILLEEN ISD","BELL","M","N","N"," ","0","0","0","0","0","0","0","Not Rated: Senate Bill 1365"
"'014","'12","'06 - 08"," ","'014906049","'014906","LIBERTY HILL MIDDLE","KILLEEN ISD","BELL","M","N","N"," ","0","0","0","0","0","0","0","Not Rated: Senate Bill 1365"
"'014","'12","'06 - 08"," ","'014906050","'014906","LIVE OAK RIDGE MIDDLE","KILLEEN ISD","BELL","M","N","N"," ","0","0","0","0","0","0","1","C"
"'014","'12","'06 - 08"," ","'014906051","'014906","UNION GROVE MIDDLE","KILLEEN ISD","BELL","M","N","N"," ","0","0","0","0","0","1","0","C"
"'014","'12","'06 - 08"," ","'014906052","'014906","AUDIE MURPHY MIDDLE","KILLEEN ISD","BELL","M","N","N"," ","0","0","0","0","0","0","0","C"
"'014","'12","'06 - 08"," ","'014906053","'014906","CHARLES E PATTERSON MIDDLE","KILLEEN ISD","BELL","M","N","N"," ","0","0","0","0","0","0","0","C"
"'014","'12","'06 - 08"," ","'014906054","'014906","ROY J SMITH MIDDLE","KILLEEN ISD","BELL","M","N","N"," ","0","0","0","0","0","0","0","C"
"'014","'12","'06 - 08"," ","'014906055","'014906","NOLAN MIDDLE","KILLEEN ISD","BELL","M","N","N"," ","0","0","0","0","0","0","0","C"
"'014","'12","'01 - 05"," ","'014906100","'014906","EL ALTER LEARNING CENTER","KILLEEN ISD","BELL","E","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'014","'12","'PK - 05"," ","'014906105","'014906","HARKER HEIGHTS EL","KILLEEN ISD","BELL","E","N","N"," ","1","1","1","1","0"," ","1","A"
"'014","'12","'PK - 05"," ","'014906108","'014906","MEADOWS EL","KILLEEN ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'014","'12","'PK - 05"," ","'014906109","'014906","PEEBLES EL","KILLEEN ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'014","'12","'EE - 05"," ","'014906115","'014906","NOLANVILLE EL","KILLEEN ISD","BELL","E","N","N"," ","0","1","0","0","0"," ","0","B"
"'014","'12","'PK - 03"," ","'014906116","'014906","CLARKE EL","KILLEEN ISD","BELL","E","N","N"," "," "," ","0","0"," "," ","0","B"
"'014","'12","'PK - 05"," ","'014906119","'014906","HAY BRANCH EL","KILLEEN ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'014","'12","'PK - 05"," ","'014906120","'014906","WILLOW SPRINGS EL","KILLEEN ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'014","'12","'PK - 05"," ","'014906121","'014906","MOUNTAIN VIEW EL","KILLEEN ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'014","'12","'PK - 05"," ","'014906122","'014906","REECES CREEK EL","KILLEEN ISD","BELL","E","N","N"," ","0","1","0","0","0"," ","0","B"
"'014","'12","'PK - 05"," ","'014906123","'014906","CLEAR CREEK EL","KILLEEN ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'014","'12","'PK - 05"," ","'014906124","'014906","CEDAR VALLEY EL","KILLEEN ISD","BELL","E","N","N"," ","0","0","1","0","0"," ","1","B"
"'014","'12","'EE - 05"," ","'014906125","'014906","BROOKHAVEN EL","KILLEEN ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'014","'12","'EE - 05"," ","'014906126","'014906","VENABLE VILLAGE EL","KILLEEN ISD","BELL","E","N","N"," ","1","0","0","0","0"," ","0","B"
"'014","'12","'EE - 05"," ","'014906127","'014906","TRIMMIER EL","KILLEEN ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'014","'12","'PK - 05"," ","'014906128","'014906","MONTAGUE VILLAGE EL","KILLEEN ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'014","'12","'EE - 05"," ","'014906129","'014906","MAXDALE EL","KILLEEN ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'014","'12","'PK - 05"," ","'014906130","'014906","IRA CROSS JR EL","KILLEEN ISD","BELL","E","N","N"," ","1","1","0","1","0"," ","1","B"
"'014","'12","'PK - 05"," ","'014906131","'014906","IDUMA EL","KILLEEN ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'014","'12","'EE - 03"," ","'014906132","'014906","OVETA CULP HOBBY EL","KILLEEN ISD","BELL","E","N","N"," "," "," ","0","0"," "," ","0","C"
"'014","'12","'EE - 05"," ","'014906133","'014906","TIMBER RIDGE EL","KILLEEN ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'014","'12","'EE - 05"," ","'014906135","'014906","SAEGERT EL","KILLEEN ISD","BELL","E","N","N"," ","1","0","0","0","0"," ","0","B"
"'014","'12","'PK - 05"," ","'014906136","'014906","SKIPCHA EL","KILLEEN ISD","BELL","E","N","N"," ","0","1","0","0","0"," ","0","A"
"'014","'12","'PK - 05"," ","'014906137","'014906","RICHARD E CAVAZOS EL","KILLEEN ISD","BELL","E","N","N"," ","0","1","0","1","1"," ","1","B"
"'014","'12","'PK - 05"," ","'014906138","'014906","HAYNES EL","KILLEEN ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'014","'12","'PK - 05"," ","'014906139","'014906","DR JOSEPH A FOWLER EL","KILLEEN ISD","BELL","E","N","N"," ","1","1","0","1","0"," ","1","A"
"'014","'12","'PK - 05"," ","'014906140","'014906","ALICE W DOUSE EL","KILLEEN ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'014","'12","'PK - 05"," ","'014906141","'014906","MAUDE MOORE WOOD EL","KILLEEN ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","1","B"
"'014","'12","'PK - 05"," ","'014906142","'014906","EL142","KILLEEN ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'014","'12","'PK - 05"," ","'014906143","'014906","KILLEEN EL","KILLEEN ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'014","'12","'PK - 05"," ","'014906144","'014906","EL144","KILLEEN ISD","BELL","E","N","N"," ","0","0","0","0","1"," ","1","C"
"'014","'12","'PK - 05"," ","'014906145","'014906","PAT CARNEY EL","KILLEEN ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'014","'12","'09 - 12"," ","'014907001","'014907","ROGERS H S","ROGERS ISD","BELL","S","N","N"," ","0","0","1","0","0","0","0","B"
"'014","'12","'06 - 08"," ","'014907041","'014907","ROGERS MIDDLE","ROGERS ISD","BELL","M","N","N"," ","0","0","0","0","0","0","0","B"
"'014","'12","'09 - 09"," ","'014907043","'014907","BELL COUNTY DAEP","ROGERS ISD","BELL","S","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'014","'12","'PK - 05"," ","'014907102","'014907","ROGERS EL","ROGERS ISD","BELL","E","N","N"," ","0","0","0","0","1"," ","0","C"
"'014","'12","'09 - 12"," ","'014908001","'014908","SALADO H S","SALADO ISD","BELL","S","N","N"," ","1","0","0","1","1","1","0","A"
"'014","'12","'06 - 11"," ","'014908005","'014908","BELL COUNTY DAEP","SALADO ISD","BELL","B","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'014","'12","'06 - 08"," ","'014908042","'014908","SALADO MIDDLE","SALADO ISD","BELL","M","N","N"," ","0","0","0","0","0","0","0","C"
"'014","'12","'EE - 05"," ","'014908102","'014908","THOMAS ARNOLD EL","SALADO ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'014","'12","'09 - 12"," ","'014909002","'014909","TEMPLE H S","TEMPLE ISD","BELL","S","N","N"," ","0","0","0","0","1","0","0","C"
"'014","'12","'KG - 11"," ","'014909005","'014909","WHEATLEY ALTERNATIVE EDUCATION CENTER","TEMPLE ISD","BELL","B","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'014","'12","'08 - 08"," ","'014909006","'014909","BELL CO J J A E P","TEMPLE ISD","BELL","M","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'014","'12","'09 - 12"," ","'014909008","'014909","FRED W EDWARDS ACADEMY AEC","TEMPLE ISD","BELL","S","N","Y"," "," "," "," "," "," "," "," ","B"
"'014","'12","'06 - 08"," ","'014909041","'014909","LAMAR MIDDLE","TEMPLE ISD","BELL","M","N","N"," ","0","0","0","0","0","0","0","C"
"'014","'12","'06 - 08"," ","'014909042","'014909","TRAVIS SCIENCE ACADEMY","TEMPLE ISD","BELL","M","N","N"," ","0","0","0","0","0","1","0","C"
"'014","'12","'06 - 08"," ","'014909044","'014909","BONHAM MIDDLE","TEMPLE ISD","BELL","M","N","N"," ","1","1","1","1","1","1","1","B"
"'014","'12","'EE - PK","'014909117","'014909101","'014909","MERIDITH-DUNBAR EARLY CHILDHOOD ACADEMY","TEMPLE ISD","BELL","E","N","N","KENNEDY-POWELL EL"," "," "," "," "," "," "," ","B"
"'014","'12","'KG - 05"," ","'014909102","'014909","CATER EL","TEMPLE ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'014","'12","'KG - 05"," ","'014909107","'014909","JEFFERSON EL","TEMPLE ISD","BELL","E","N","N"," ","0","0","0","0","1"," ","0","C"
"'014","'12","'KG - 05"," ","'014909110","'014909","SCOTT EL","TEMPLE ISD","BELL","E","N","N"," ","1","0","0","0","1"," ","0","B"
"'014","'12","'KG - 05"," ","'014909111","'014909","THORNTON EL","TEMPLE ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'014","'12","'KG - 05"," ","'014909114","'014909","WESTERN HILLS EL","TEMPLE ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'014","'12","'EE - 05"," ","'014909116","'014909","RAYE-ALLEN EL","TEMPLE ISD","BELL","E","N","N"," ","0","0","1","0","0"," ","1","B"
"'014","'12","'KG - 05"," ","'014909117","'014909","KENNEDY-POWELL EL","TEMPLE ISD","BELL","E","N","N"," ","0","0","0","0","1"," ","0","B"
"'014","'12","'KG - 05"," ","'014909118","'014909","HECTOR P GARCIA EL","TEMPLE ISD","BELL","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'014","'12","'09 - 09"," ","'014909198","'014909","SCOTT & WHITE HOSPITAL","TEMPLE ISD","BELL","S","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'014","'12","'09 - 12"," ","'014910001","'014910","TROY H S","TROY ISD","BELL","S","N","N"," ","0","0","1","1","1","0","0","B"
"'014","'12","'06 - 08"," ","'014910041","'014910","RAYMOND MAYS MIDDLE","TROY ISD","BELL","M","N","N"," ","0","0","0","0","1","0","0","B"
"'014","'12","'03 - 05"," ","'014910101","'014910","TROY EL","TROY ISD","BELL","E","N","N"," ","0","0","0","1","0"," ","0","B"
"'014","'12","'EE - 02","'014910101","'014910103","'014910","EDNA BIGHAM MAYS EL","TROY ISD","BELL","E","N","N","TROY EL"," "," "," "," "," "," "," ","B"
"'015","'20","'09 - 12"," ","'015801001","'015801","POR VIDA ACADEMY CHARTER H S","POR VIDA ACADEMY","BEXAR","S","Y","Y"," "," "," "," "," "," "," "," ","Not Rated: Senate Bill 1365"
"'015","'20","'09 - 12"," ","'015801002","'015801","POR VIDA ACADEMY CORPUS CHRISTI","POR VIDA ACADEMY","BEXAR","S","Y","Y"," "," "," "," "," "," "," "," ","A"
"'015","'20","'PK - 12"," ","'015802001","'015802","GEORGE GERVIN ACADEMY","GEORGE GERVIN ACADEMY","BEXAR","B","Y","N"," ","0","0","0","0","0","0","1","B"
"'015","'20","'PK - 12"," ","'015802004","'015802","RUTH JONES MCCLENDON MIDDLE","GEORGE GERVIN ACADEMY","BEXAR","B","Y","N"," ","0"," ","1","0","0","1","0","B"
