CAMPUS,CA0GS18R,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CALL_UPDATE,CAMPNAME,CASC4X18R,CD1A,CD1AS,CD1B,CD1BS,CD1C,CD1CS,CD1G_18_19,CD1S,CD2A,CD2AG,CD2AS,CD2B,CD2BG,CD2BS,CD2G_18_19,CD2S,CD3,CD3G_18_19,CD3S,CDALLS,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLPAIR,CFLPAIRD,CFLPAIRO,CFLRTF,CNTYNAME,COMP19F,COUNTY,CPE0312C,CPE0312P,CPEMALLC,CPEMALLP,CPEMALLT,CPETALLC,CPETECHC,CPETECHP,CPETECOC,CPETECOP,CPETLEPC,CPETLEPP,CPETPTEC,CPETPTEP,CPETSPEC,CPETSPEP,CPETSTEC,CPETSTEP,C_AEABONUS,C_AEABONUS_USED_PCT,C_AEAGRAD_PTS,C_AEASTAAR_PCT,C_AEASTAAR_PTS,C_APPEAL_DECISION,C_RATING_18_19,C_YRS_IR,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE,LAS_GRADE,LAS_SCORE,LAS_WEIGHT,PAIRCAMP,PAIRNAME,REGION,REGNNAME
003903130,., , , , , , , , ,TROUT PRI,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,73, ,N,N,N,N,N,N,N,Y,N,N,N,ANGELINA, ,3,0,0.0,54,23.7,228,276,.,0.0,249,90.2,30,10.9,.,0.0,23,8.3,.,0.0,.,.,.,.,., ,C,.,LUFKIN ISD,3903,2,EE,EE - 02,E, ,.,.,3903122,BROOKHOLLOW EL,7,REGION 07: KILGORE
003903131,., , , , , , , , ,BURLEY PRI,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,78, ,N,N,N,N,N,N,N,Y,N,N,N,ANGELINA, ,3,0,0.0,32,11.5,278,400,.,0.0,327,81.8,223,55.8,.,0.0,16,4.0,.,0.0,.,.,.,.,., ,C,.,LUFKIN ISD,3903,2,KG,KG - 02,E, ,.,.,3903129,SLACK EL,7,REGION 07: KILGORE
003903141,., , , , , , , , ,SPECIAL SERVICES,.,.,.,.,.,.,.,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,N,Y,N,N,N,N,N,N,ANGELINA,.,3,0,0.0,0,0,2,3,.,0.0,1,33.3,0,0.0,.,0.0,3,100.0,.,0.0,.,.,.,.,., ,Not Rated,.,LUFKIN ISD,3903,KG,EE,EE - KG,E, ,.,., , ,7,REGION 07: KILGORE
003903201,., , , , , , , , ,JUVENILE DETENT CTR,.,.,.,.,.,100,100,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,N,N,N,N,N,N,N,N,ANGELINA,.,3,7,100.0,91,100,91,7,.,0.0,7,100.0,0,0.0,0,0.0,0,0.0,.,0.0,.,.,.,.,., ,Not Rated,.,LUFKIN ISD,3903,11,6,06 - 11,B, ,.,., , ,7,REGION 07: KILGORE
003904001,92.5,0,0,0,0,0,0,0, ,HUNTINGTON H S,93.3,49,77,83,96,100,100,B,89,65,C,73,66,B,88,B,88,83,B,85,88, ,N,N,N,N,N,N,N,N,N,N,N,ANGELINA,.,3,515,100.0,100,18.1,551,515,.,0.0,238,46.2,2,0.4,0,0.0,42,8.2,.,0.0,.,.,.,.,., ,B,.,HUNTINGTON ISD,3904,12,9,09 - 12,S, ,.,., , ,7,REGION 07: KILGORE
003904005,0, , , , , , , , ,PRIDE ALTER SCH,0,26,76,7,70,92.9,85,C,75,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,75,AEC OF CHOICE - DRS,Y,Y,N,N,N,N,N,N,N,N,N,ANGELINA,.,3,15,100.0,40,81.6,49,15,.,0.0,10,66.7,0,0.0,0,0.0,2,13.3,.,0.0,0,0,0,15,0, ,C,.,HUNTINGTON ISD,3904,12,10,10 - 12,S, ,.,., , ,7,REGION 07: KILGORE
003904041,.,1,1,1,1,0,0,0, ,HUNTINGTON MIDDLE,.,50,81,.,.,.,.,B,81,74,B,83,50,B,84,B,84,88,B,89,86, ,N,N,N,N,N,N,N,N,N,N,N,ANGELINA,.,3,397,100.0,52,12.1,430,397,.,0.0,228,57.4,3,0.8,.,0.0,66,16.6,.,0.0,.,.,.,.,., ,B,.,HUNTINGTON ISD,3904,8,6,06 - 08,M, ,.,., , ,7,REGION 07: KILGORE
003904101,.,0,0,0, ,0, , , ,HUNTINGTON EL,.,46,74,.,.,.,.,C,74,.,Not Rated,.,46,C,75,C,75,27,D,62,71, ,N,N,N,N,N,N,N,N,N,N,N,ANGELINA,1B,3,119,24.4,71,17.7,401,488,.,0.0,304,62.3,5,1.0,.,0.0,42,8.6,.,0.0,.,.,.,.,., ,C,.,HUNTINGTON ISD,3904,3,EE,EE - 03,E, ,.,., , ,7,REGION 07: KILGORE
003904102,.,1,0,0,0,0,0, , ,HUNTINGTON INT,.,48,76,.,.,.,.,C,76,73,C,77,48,C,79,C,79,89,B,84,81, ,N,N,N,N,N,N,N,N,N,N,N,ANGELINA,2,3,244,100.0,34,11.7,291,244,.,0.0,149,61.1,8,3.3,.,0.0,32,13.1,.,0.0,.,.,.,.,., ,B,.,HUNTINGTON ISD,3904,5,4,04 - 05,E, ,.,., , ,7,REGION 07: KILGORE
003905001,91.1,0,0,1,0,0,1,1, ,DIBOLL H S,89.3,48,76,72,93,100,100,B,88,59,D,65,60,B,88,B,88,61,C,77,85, ,N,N,N,N,N,N,N,N,N,N,N,ANGELINA,3B,3,499,100.0,54,10.3,525,499,.,0.0,353,70.7,27,5.4,0,0.0,61,12.2,.,0.0,.,.,.,.,., ,B,.,DIBOLL ISD,3905,12,9,09 - 12,S, ,.,., , ,7,REGION 07: KILGORE
003905004,20, , , , , , , , ,STUBBLEFIELD LRN CTR,12.5,.,.,0,30,90,80,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,.,AEC OF CHOICE - DRS,Y,Y,N,N,N,N,N,N,N,N,N,ANGELINA,.,3,6,100.0,18,100,18,6,.,0.0,0,0.0,0,0.0,0,0.0,2,33.3,.,0.0,0,20,0,40,0, ,Not Rated,.,DIBOLL ISD,3905,12,11,11 - 12,S, ,.,., , ,7,REGION 07: KILGORE
003905041,.,1,1,1,0,0,1,1, ,DIBOLL J H,.,47,78,.,.,.,.,C,78,67,C,72,47,B,87,B,87,51,C,75,83, ,N,N,N,N,N,N,N,N,N,N,N,ANGELINA,.,3,429,100.0,32,11.2,286,429,.,0.0,320,74.6,83,19.3,.,0.0,45,10.5,.,0.0,.,.,.,.,., ,B,.,DIBOLL ISD,3905,8,6,06 - 08,M, ,.,., , ,7,REGION 07: KILGORE
003905101,., , , , , , , , ,H G TEMPLE EL,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,81, ,N,N,N,N,N,N,N,Y,N,N,N,ANGELINA, ,3,0,0.0,58,14.2,409,382,.,0.0,322,84.3,67,17.5,.,0.0,32,8.4,.,0.0,.,.,.,.,., ,B,.,DIBOLL ISD,3905,2,KG,KG - 02,E, ,.,.,3905103,H G TEMPLE INT,7,REGION 07: KILGORE
003905102,., , , , , , , , ,DIBOLL PRI,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,81, ,N,N,N,N,Y,N,N,Y,N,N,N,ANGELINA, ,3,0,0.0,.,.,.,165,.,0.0,163,98.8,27,16.4,.,0.0,14,8.5,.,0.0,.,.,.,.,., ,B,.,DIBOLL ISD,3905,PK,PK,PK - PK,E, ,.,.,3905103,H G TEMPLE INT,7,REGION 07: KILGORE
003905103,.,0,0,0,1,0,0, , ,H G TEMPLE INT,.,43,72,.,.,.,.,C,72,77,B,83,43,C,79,B,83,70,C,76,81, ,N,N,N,N,N,N,N,N,N,Y,N,ANGELINA,2,3,389,100.0,43,9.5,451,389,.,0.0,317,81.5,98,25.2,.,0.0,38,9.8,.,0.0,.,.,.,.,., ,B,.,DIBOLL ISD,3905,5,3,03 - 05,E, ,.,., , ,7,REGION 07: KILGORE
003906001,63,0,0,0,0,0,0,0, ,ZAVALLA H S,65.4,41,70,72,93,100,100,B,85,64,C,72,57,B,85,B,85,44,C,74,82, ,N,N,N,N,N,N,N,N,N,N,N,ANGELINA,.,3,190,100.0,41,19.4,211,190,.,0.0,120,63.2,0,0.0,0,0.0,27,14.2,.,0.0,.,.,.,.,., ,B,.,ZAVALLA ISD,3906,12,6,06 - 12,B, ,.,., , ,7,REGION 07: KILGORE
003906101,.,0,1,0,0,0,0, , ,ZAVALLA EL,.,46,74,.,.,.,.,C,74,68,D,69,46,B,80,B,80,45,D,68,76, ,N,N,N,N,N,N,N,N,N,N,N,ANGELINA,1B,3,80,47.1,28,17.6,159,170,.,0.0,123,72.4,0,0.0,.,0.0,20,11.8,.,0.0,.,.,.,.,., ,C,.,ZAVALLA ISD,3906,5,PK,PK - 05,E, ,.,., , ,7,REGION 07: KILGORE
003907001,94.8,0,0,1,0,0,0,0, ,CENTRAL H S,97.9,50,77,63,91,99,95,B,86,68,C,78,57,B,83,B,83,58,C,77,83, ,N,N,N,N,N,N,N,N,N,N,N,ANGELINA,.,3,403,100.0,57,12.4,461,403,0,0.0,198,49.1,5,1.2,0,0.0,64,15.9,.,0.0,.,.,.,.,., ,B,.,CENTRAL ISD,3907,12,9,09 - 12,S, ,.,., , ,7,REGION 07: KILGORE
003907004,0, , , , , , , , ,STUBBLEFIELD LRN CTR,0,.,.,15,47,94.4,80,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,N,N,N,N,N,N,N,N,ANGELINA,.,3,1,100.0,12,92.3,13,1,.,0.0,0,0.0,0,0.0,0,0.0,1,100.0,.,0.0,.,.,.,.,., ,Not Rated,.,CENTRAL ISD,3907,12,12,12 - 12,S, ,.,., , ,7,REGION 07: KILGORE
003907041,.,1,1,1,1,1,1,0, ,CENTRAL J H,.,53,84,.,.,.,.,B,84,79,B,89,53,B,87,B,89,94,A,94,91, ,N,N,N,N,N,N,N,N,N,N,N,ANGELINA,.,3,421,100.0,65,14.4,451,421,.,0.0,238,56.5,9,2.1,.,0.0,61,14.5,.,0.0,.,.,.,.,., ,A,.,CENTRAL ISD,3907,8,5,05 - 08,M, ,.,., , ,7,REGION 07: KILGORE
003907102,.,0,0,0,0,0, , , ,CENTRAL EL,.,45,73,.,.,.,.,C,73,56,F,56,45,C,75,C,75,25,D,61,71, ,N,N,N,N,N,N,N,N,N,N,N,ANGELINA,2,3,223,34.8,82,15.7,521,640,.,0.0,429,67.0,38,5.9,.,0.0,75,11.7,.,0.0,.,.,.,.,., ,C,.,CENTRAL ISD,3907,4,EE,EE - 04,E, ,.,., , ,7,REGION 07: KILGORE
004901001,88.9,1,1,0,1,0,0,1, ,ROCKPORT-FULTON H S,87.2,54,82,56,87,95.1,85,B,85,80,A,90,55,B,83,A,90,86,B,86,89, ,N,N,N,N,N,N,N,N,N,N,N,ARANSAS,.,4,858,100.0,285,27.7,1029,858,.,0.0,481,56.1,23,2.7,0,0.0,70,8.2,.,0.0,.,.,.,.,., ,B,.,ARANSAS COUNTY ISD,4901,12,9,09 - 12,S, ,.,., , ,2,REGION 02: CORPUS CHRISTI
004901041,.,0,1,1,0,1,1,0, ,ROCKPORT-FULTON MIDDLE,.,42,74,.,.,.,.,C,74,63,D,63,42,B,80,B,80,11,D,60,74, ,N,N,N,N,N,N,N,N,N,N,N,ARANSAS,2,4,648,100.0,252,29.8,845,648,.,0.0,459,70.8,32,4.9,.,0.0,73,11.3,.,0.0,.,.,.,.,., ,C,.,ARANSAS COUNTY ISD,4901,8,6,06 - 08,M, ,.,., , ,2,REGION 02: CORPUS CHRISTI
004901101,.,0,0,0,0,0,0, , ,FULTON LEARNING CENTER,.,42,71,.,.,.,.,C,71,70,C,72,42,C,73,C,73,48,C,70,72, ,N,N,N,N,N,N,N,N,N,Y,N,ARANSAS,2,4,649,100.0,186,33.9,548,649,.,0.0,462,71.2,42,6.5,.,0.0,80,12.3,.,0.0,.,.,.,.,., ,C,.,ARANSAS COUNTY ISD,4901,5,3,03 - 05,E, ,.,., , ,2,REGION 02: CORPUS CHRISTI
004901102,., , , , , , , , ,DISCOVERY LEARNING CENTER,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,72, ,N,N,N,N,Y,N,N,Y,N,N,N,ARANSAS, ,4,0,0.0,.,.,.,81,.,0.0,71,87.7,6,7.4,.,0.0,4,4.9,.,0.0,.,.,.,.,., ,C,.,ARANSAS COUNTY ISD,4901,PK,EE,EE - PK,E, ,.,.,4901101,FULTON LEARNING CENTER,2,REGION 02: CORPUS CHRISTI
004901103,., , , , , , , , ,LIVE OAK LEARNING CENTER,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,72, ,N,N,N,N,N,N,N,Y,N,N,N,ARANSAS, ,4,0,0.0,312,37.5,833,590,.,0.0,426,72.2,39,6.6,.,0.0,59,10.0,.,0.0,.,.,.,.,., ,C,.,ARANSAS COUNTY ISD,4901,2,KG,KG - 02,E, ,.,.,4901101,FULTON LEARNING CENTER,2,REGION 02: CORPUS CHRISTI
005901001,100,1,0,1,0,1,1,1, ,ARCHER CITY H S,100,61,90,88,97,100,100,A,95,74,B,84,75,A,92,A,92,95,A,90,94, ,N,N,N,N,N,N,N,N,N,N,N,ARCHER,.,5,231,100.0,27,11.2,241,231,0,0.0,102,44.2,1,0.4,0,0.0,36,15.6,0,0.0,.,.,.,.,., ,A,.,ARCHER CITY ISD,5901,12,7,07 - 12,S, ,.,., , ,9,REGION 09: WICHITA FALLS
005901101,.,1,1,1,1,1,1, , ,ARCHER CITY EL,.,64,91,.,.,.,.,A,91,74,C,79,64,A,91,A,91,94,B,89,90, ,N,N,N,N,N,N,N,N,N,N,N,ARCHER,.,5,140,51.1,22,10.2,215,274,.,0.0,168,61.3,7,2.6,.,0.0,32,11.7,0,0.0,.,.,.,.,., ,A,.,ARCHER CITY ISD,5901,6,PK,PK - 06,E, ,.,., , ,9,REGION 09: WICHITA FALLS
005902001,86.2,0,1,0,1,1,1,0, ,HOLLIDAY H S,87.3,67,92,75,94,100,100,A,94,77,B,87,71,C,79,B,87,89,B,87,92, ,N,N,N,N,N,N,N,N,N,N,N,ARCHER,.,5,319,100.0,19,6,317,319,0,0.0,42,13.2,0,0.0,0,0.0,20,6.3,0,0.0,.,.,.,.,., ,A,.,HOLLIDAY ISD,5902,12,9,09 - 12,S, ,.,., , ,9,REGION 09: WICHITA FALLS
005902041,.,0,0,1,0,0,0,1, ,HOLLIDAY MIDDLE,.,63,91,.,.,.,.,A,91,72,B,80,63,C,75,B,80,76,B,84,89, ,N,N,N,N,N,N,N,N,N,N,N,ARCHER,.,5,249,100.0,23,8.6,268,249,.,0.0,48,19.3,0,0.0,.,0.0,21,8.4,0,0.0,.,.,.,.,., ,B,.,HOLLIDAY ISD,5902,8,6,06 - 08,M, ,.,., , ,9,REGION 09: WICHITA FALLS
005902101,.,0,0,0,0,0,0, , ,HOLLIDAY EL,.,50,77,.,.,.,.,C,77,75,B,80,50,F,58,B,80,77,C,77,79, ,N,N,N,N,N,N,N,N,N,N,N,ARCHER,.,5,233,48.7,35,9.4,374,478,.,0.0,129,27.0,3,0.6,.,0.0,54,11.3,.,0.0,.,.,.,.,., ,C,.,HOLLIDAY ISD,5902,5,EE,EE - 05,E, ,.,., , ,9,REGION 09: WICHITA FALLS
005904001,92.3,1,0,0,0,0,1,0, ,WINDTHORST H S,94.7,56,85,71,93,100,100,A,91,65,C,73,64,B,84,B,84,100,A,100,94, ,N,N,N,N,N,N,N,N,N,N,N,ARCHER,.,5,135,100.0,2,1.4,141,135,0,0.0,49,36.3,3,2.2,0,0.0,12,8.9,0,0.0,.,.,.,.,., ,A,.,WINDTHORST ISD,5904,12,9,09 - 12,S, ,.,., , ,9,REGION 09: WICHITA FALLS
005904041,.,0,1,1,0,0,1,1, ,WINDTHORST JH,.,62,91,.,.,.,.,A,91,71,C,79,62,B,89,B,89,68,B,80,88, ,N,N,N,N,N,N,N,N,N,N,N,ARCHER,.,5,92,100.0,2,2.1,94,92,.,0.0,37,40.2,2,2.2,.,0.0,7,7.6,0,0.0,.,.,.,.,., ,B,.,WINDTHORST ISD,5904,8,6,06 - 08,M, ,.,., , ,9,REGION 09: WICHITA FALLS
005904101,.,1,1,1,1,1,1, , ,WINDTHORST EL,.,70,93,.,.,.,.,A,93,81,B,89,70,A,91,A,91,100,A,100,95, ,N,N,N,N,N,N,N,N,N,N,N,ARCHER,.,5,82,46.6,6,4.1,148,176,.,0.0,75,42.6,22,12.5,.,0.0,15,8.5,.,0.0,.,.,.,.,., ,A,.,WINDTHORST ISD,5904,5,PK,PK - 05,E, ,.,., , ,9,REGION 09: WICHITA FALLS
006902001,79.2,0,1,0,1,0,0,1, ,CLAUDE H S,79.2,55,83,79,95,100,100,A,91,80,A,90,67,B,84,A,90,82,B,85,89, ,N,N,N,N,N,N,N,N,N,N,N,ARMSTRONG,.,6,140,100.0,29,16.4,177,140,0,0.0,45,32.1,2,1.4,0,0.0,16,11.4,0,0.0,.,.,.,.,., ,B,.,CLAUDE ISD,6902,12,7,07 - 12,S, ,.,., , ,16,REGION 16: AMARILLO
006902101,.,1,1,1,1,0,0, , ,CLAUDE EL,.,57,86,.,.,.,.,B,86,78,B,85,57,B,83,B,85,91,B,86,86, ,N,N,N,N,N,N,N,N,N,N,N,ARMSTRONG,.,6,111,50.9,17,9.9,172,218,.,0.0,101,46.3,2,0.9,.,0.0,22,10.1,0,0.0,.,.,.,.,., ,B,.,CLAUDE ISD,6902,6,PK,PK - 06,E, ,.,., , ,16,REGION 16: AMARILLO
007901001,82.1,1,0,0,0,0,0,0, ,CHARLOTTE H S,81.1,48,76,62,91,100,100,B,87,60,D,66,55,B,85,B,85,72,B,81,85, ,N,N,N,N,N,N,N,N,N,N,N,ATASCOSA,.,7,145,100.0,18,11.4,158,145,.,0.0,107,73.8,3,2.1,0,0.0,19,13.1,.,0.0,.,.,.,.,., ,B,.,CHARLOTTE ISD,7901,12,9,09 - 12,S, ,.,., , ,20,REGION 20: SAN ANTONIO
007901003,., , , , , , , , ,DISTRICT REASSIGNMENT & OPPORTUNIT,.,.,.,.,.,.,.,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,Y,N,N,Y,N,N,N,N,ATASCOSA,.,7,1,100.0,9,100,9,1,.,0.0,1,100.0,0,0.0,.,0.0,0,0.0,.,0.0,.,.,.,.,., ,Not Rated,.,CHARLOTTE ISD,7901,7,7,07 - 07,M, ,.,., , ,20,REGION 20: SAN ANTONIO
007901041,.,0,0,0,0,0,0,0, ,CHARLOTTE MIDDLE,.,40,72,.,.,.,.,C,72,62,D,60,40,C,77,C,77,15,D,62,73, ,N,N,N,N,N,N,N,N,N,N,N,ATASCOSA,3B,7,127,100.0,32,20,160,127,.,0.0,89,70.1,9,7.1,.,0.0,23,18.1,.,0.0,.,.,.,.,., ,C,.,CHARLOTTE ISD,7901,8,5,05 - 08,M, ,.,., , ,20,REGION 20: SAN ANTONIO
007901101,.,0,0,0,0,0, , , ,CHARLOTTE EL,.,39,67,.,.,.,.,D,67,60,F,58,39,C,70,C,70,20,F,56,66, ,N,N,N,N,N,N,N,N,N,N,N,ATASCOSA,1A,7,68,34.7,29,18.1,160,196,.,0.0,150,76.5,13,6.6,.,0.0,20,10.2,.,0.0,.,.,.,.,., ,D,.,CHARLOTTE ISD,7901,4,EE,EE - 04,E, ,.,., , ,20,REGION 20: SAN ANTONIO
007902001,50,0,0,0,0,0,1,0, ,JOURDANTON H S,54.1,53,80,69,92,96.4,90,B,87,65,C,73,61,B,85,B,85,72,B,81,85, ,N,N,N,N,N,N,N,N,N,N,N,ATASCOSA,.,7,417,100.0,66,14.3,460,417,0,0.0,201,48.2,6,1.4,0,0.0,36,8.6,0,0.0,.,.,.,.,., ,B,.,JOURDANTON ISD,7902,12,9,09 - 12,S, ,.,., , ,20,REGION 20: SAN ANTONIO
007902005,., , , , , , , , ,ATASCOSA COUNTY JUVENILE JUSTICE C,.,.,.,.,.,.,.,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,.,RESIDENTIAL FACILITY,N,Y,N,N,N,N,N,N,N,N,Y,ATASCOSA,.,7,6,100.0,80,100,80,6,0,0.0,2,33.3,0,0.0,0,0.0,1,16.7,0,0.0,0,.,0,.,., ,Not Rated,.,JOURDANTON ISD,7902,12,8,08 - 12,S, ,.,., , ,20,REGION 20: SAN ANTONIO
007902006,., , , , , , , , ,JOURDANTON DAEP,.,.,.,.,.,.,.,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,Y,N,N,N,N,N,N,N,ATASCOSA,.,7,6,100.0,29,96.7,30,6,0,0.0,4,66.7,0,0.0,0,0.0,2,33.3,0,0.0,.,.,.,.,., ,Not Rated,.,JOURDANTON ISD,7902,11,5,05 - 11,B, ,.,., , ,20,REGION 20: SAN ANTONIO
007902041,.,1,1,1,1,0,0,0, ,JOURDANTON J H,.,49,80,.,.,.,.,B,80,74,B,83,49,C,79,B,83,88,B,89,85, ,N,N,N,N,N,N,N,N,N,N,N,ATASCOSA,.,7,354,100.0,63,16,394,354,0,0.0,173,48.9,9,2.5,0,0.0,37,10.5,0,0.0,.,.,.,.,., ,B,.,JOURDANTON ISD,7902,8,6,06 - 08,M, ,.,., , ,20,REGION 20: SAN ANTONIO
007902101,.,0,0,0,0,0,1, , ,JOURDANTON EL,.,43,72,.,.,.,.,C,72,68,D,69,43,D,69,D,69,25,D,61,69, ,N,N,N,N,N,N,N,N,N,N,N,ATASCOSA,2,7,363,44.1,91,13.6,669,823,0,0.0,487,59.2,23,2.8,0,0.0,86,10.4,0,0.0,.,.,.,.,., ,D,.,JOURDANTON ISD,7902,5,EE,EE - 05,E, ,.,., , ,20,REGION 20: SAN ANTONIO
007904001,94.3,0,0,0,0,0,0,0, ,LYTLE H S,91.5,36,62,56,87,94.2,80,C,76,52,F,57,46,B,80,B,80,30,C,70,77, ,N,N,N,N,N,N,N,N,N,N,N,ATASCOSA,.,7,459,100.0,69,14.2,486,459,0,0.0,325,70.8,52,11.3,0,0.0,32,7.0,0,0.0,.,.,.,.,., ,C,.,LYTLE ISD,7904,12,9,09 - 12,S, ,.,., , ,20,REGION 20: SAN ANTONIO
007904002,., , , , , , , , ,LYTLE DAEP,.,.,.,.,.,.,.,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,Y,N,N,N,N,N,N,N,ATASCOSA,.,7,4,100.0,40,100,40,4,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,.,.,.,.,., ,Not Rated,.,LYTLE ISD,7904,12,6,06 - 12,B, ,.,., , ,20,REGION 20: SAN ANTONIO
007904003,., , , , , , , , ,JJAEP,.,.,.,.,.,.,.,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,N,N,Y,Y,N,N,N,N,ATASCOSA,.,7,3,100.0,6,100,6,3,0,0.0,2,66.7,0,0.0,0,0.0,0,0.0,0,0.0,.,.,.,.,., ,Not Rated,.,LYTLE ISD,7904,12,9,09 - 12,S, ,.,., , ,20,REGION 20: SAN ANTONIO
007904041,.,0,0,0,0,0,0,0, ,LYTLE J H,.,34,64,.,.,.,.,D,64,65,D,69,34,D,69,D,69,10,F,59,66, ,N,N,N,N,N,N,N,N,N,N,N,ATASCOSA,2,7,399,100.0,71,16.1,442,399,0,0.0,297,74.4,43,10.8,0,0.0,28,7.0,0,0.0,.,.,.,.,., ,D,.,LYTLE ISD,7904,8,6,06 - 08,M, ,.,., , ,20,REGION 20: SAN ANTONIO
007904101,.,0,0,0,0,0,0, , ,LYTLE EL,.,36,62,.,.,.,.,D,62,67,D,67,36,D,60,D,67,25,D,61,65, ,N,N,N,N,N,N,N,N,N,Y,N,ATASCOSA,2,7,375,76.4,76,13.9,548,491,.,0.0,355,72.3,69,14.1,.,0.0,37,7.5,.,0.0,.,.,.,.,., ,D,.,LYTLE ISD,7904,5,2,02 - 05,E, ,.,., , ,20,REGION 20: SAN ANTONIO
007904103,., , , , , , , , ,LYTLE PRIMARY SCHOOL,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,65, ,N,N,N,N,N,N,N,Y,N,N,N,ATASCOSA, ,7,0,0.0,13,10.7,121,368,0,0.0,297,80.7,45,12.2,0,0.0,39,10.6,0,0.0,.,.,.,.,., ,D,.,LYTLE ISD,7904,1,PK,PK - 01,E, ,.,.,7904101,LYTLE EL,20,REGION 20: SAN ANTONIO
007905001,96.2,0,0,1,1,0,0,0, ,PLEASANTON H S,96.7,47,75,74,94,99.1,95,B,87,74,B,84,61,B,87,B,87,68,C,79,85, ,N,N,N,N,N,N,N,N,N,N,N,ATASCOSA,.,7,1031,100.0,142,13.3,1070,1031,0,0.0,576,55.9,20,1.9,0,0.0,84,8.1,0,0.0,.,.,.,.,., ,B,.,PLEASANTON ISD,7905,12,9,09 - 12,S, ,.,., , ,20,REGION 20: SAN ANTONIO
007905004,., , , , , , , , ,ATASCOSA CO ALTER,.,.,.,.,.,.,.,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,N,N,Y,Y,N,N,N,N,ATASCOSA,.,7,1,100.0,3,100,3,1,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,.,.,.,.,., ,Not Rated,.,PLEASANTON ISD,7905,9,9,09 - 09,S, ,.,., , ,20,REGION 20: SAN ANTONIO
007905005,76, , , , , , , , ,PLEASANTON ISD SCHOOL OF CHOICE,90.9,18,67,36,92,100,100,B,84,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,89,AEC OF CHOICE - DRS,Y,Y,N,N,N,N,N,N,N,N,N,ATASCOSA,.,7,5,100.0,30,100,30,5,0,0.0,4,80.0,0,0.0,0,0.0,1,20.0,0,0.0,5,91,5,60,0, ,B,.,PLEASANTON ISD,7905,12,11,11 - 12,S, ,.,., , ,20,REGION 20: SAN ANTONIO
