DISTRICT,CAMPUS,COUNTY,REGION,GRDSPAN,PAIRCAMP,CD1A,CD1B,CD1C,CD2B,CGRPRATE21,CELPRATE21,CCCPRATE21,CSTPRATE21,CAAPRATE21,CPEMALLC,CPEMALLT,CPEMALLP,CPETALLC,CPETECOC,CPETSPEC,CPE0312C,CAMPNAME,REGNNAME,DISTNAME,CNTYNAME,GRDLOW,GRDHIGH,GRDTYPE,CPETLEPC,CPETSTEC,CPETECHC,CPETPTEC,CPETLEPP,CPETECOP,CPETSPEP,CPETECHP,CPETPTEP,CPETSTEP,CPE0312P,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLPAIRD,CFLALTED,CFLAEC,CFLRTF,PAIRNAME,CFLPAIRO,CFLAEATYPE,CFLPAIR,CDA00A00T019R,CDA00A00T021R,C_RATING
003907,003907041,3,7,05 - 08, ,44,.,.,44,.,.,.,0,64,49,471,10.4,436,253,77,436,CENTRAL J H,REGION 07: KILGORE,CENTRAL ISD,ANGELINA,05,08,M,9,.,.,.,2.1,58.0,17.7,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
003907,003907102,3,7,EE - 04, ,41,.,.,41,.,.,.,11,21,52,477,10.9,614,614,86,226,CENTRAL EL,REGION 07: KILGORE,CENTRAL ISD,ANGELINA,EE,04,E,44,.,.,.,7.2,100.0,14.0,0.0,0.0,0.0,36.8,N,N,N,N,N,N,N,N,N, ,N, ,N,98,99,Not Rated: Declared State of Disaster
004901,004901001,4,2,09 - 12, ,46,64,95.1,55,75,.,100,13,27,129,950,13.6,920,549,105,920,ROCKPORT-FULTON H S,REGION 02: CORPUS CHRISTI,ARANSAS COUNTY ISD,ARANSAS,09,12,S,32,.,.,0,3.5,59.7,11.4,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,97,Not Rated: Declared State of Disaster
004901,004901041,4,2,06 - 08, ,34,.,.,34,.,100,.,0,0,83,737,11.3,709,479,106,709,ROCKPORT-FULTON MIDDLE,REGION 02: CORPUS CHRISTI,ARANSAS COUNTY ISD,ARANSAS,06,08,M,28,.,.,.,3.9,67.6,15.0,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,95,Not Rated: Declared State of Disaster
004901,004901101,4,2,03 - 05, ,30,.,.,30,.,100,.,10,0,100,733,13.6,675,481,118,675,FULTON LEARNING CENTER,REGION 02: CORPUS CHRISTI,ARANSAS COUNTY ISD,ARANSAS,03,05,E,32,.,.,.,4.7,71.3,17.5,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,Y, ,N,100,98,Not Rated: Declared State of Disaster
004901,004901103,4,2,EE - 02,'004901101,.,.,.,.,.,.,.,.,.,66,438,15.1,705,537,65,0,LIVE OAK LEARNING CENTER,REGION 02: CORPUS CHRISTI,ARANSAS COUNTY ISD,ARANSAS,EE,02,E,47,.,.,.,6.7,76.2,9.2,0.0,0.0,0.0,0.0,N,N,N,N,N,N,N,N,N,FULTON LEARNING CENTER,N, ,Y,.,.,Not Rated: Declared State of Disaster
005901,005901001,5,9,07 - 12, ,57,68,100,63,100,.,100,86,90,19,250,7.6,238,102,36,238,ARCHER CITY H S,REGION 09: WICHITA FALLS,ARCHER CITY ISD,ARCHER,07,12,S,1,0,0,0,0.4,42.9,15.1,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,99,Not Rated: Declared State of Disaster
005901,005901101,5,9,PK - 06, ,64,.,.,64,.,.,.,100,100,12,204,5.9,263,131,30,123,ARCHER CITY EL,REGION 09: WICHITA FALLS,ARCHER CITY ISD,ARCHER,PK,06,E,7,0,.,.,2.7,49.8,11.4,0.0,0.0,0.0,46.8,N,N,N,N,N,N,N,N,N, ,N, ,N,99,100,Not Rated: Declared State of Disaster
005902,005902001,5,9,09 - 12, ,65,80,100,73,100,.,100,86,100,23,340,6.8,324,49,24,324,HOLLIDAY H S,REGION 09: WICHITA FALLS,HOLLIDAY ISD,ARCHER,09,12,S,0,0,0,0,0.0,15.1,7.4,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
005902,005902041,5,9,06 - 08, ,56,.,.,56,.,.,.,57,64,11,252,4.4,259,56,37,259,HOLLIDAY MIDDLE,REGION 09: WICHITA FALLS,HOLLIDAY ISD,ARCHER,06,08,M,0,0,0,0,0.0,21.6,14.3,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
005902,005902101,5,9,EE - 05, ,51,.,.,51,.,.,.,63,67,14,401,3.5,482,135,52,226,HOLLIDAY EL,REGION 09: WICHITA FALLS,HOLLIDAY ISD,ARCHER,EE,05,E,4,0,0,0,0.8,28.0,10.8,0.0,0.0,0.0,46.9,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
005904,005904001,5,9,09 - 12, ,63,78,100,71,100,.,100,100,100,4,120,3.3,117,41,12,117,WINDTHORST H S,REGION 09: WICHITA FALLS,WINDTHORST ISD,ARCHER,09,12,S,4,0,0,0,3.4,35.0,10.3,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
005904,005904041,5,9,06 - 08, ,55,.,.,55,.,.,.,71,100,1,96,1,100,34,7,100,WINDTHORST JH,REGION 09: WICHITA FALLS,WINDTHORST ISD,ARCHER,06,08,M,5,0,.,.,5.0,34.0,7.0,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,100,Not Rated: Declared State of Disaster
005904,005904101,5,9,PK - 05, ,61,.,.,61,.,.,.,88,100,4,138,2.9,217,90,23,89,WINDTHORST EL,REGION 09: WICHITA FALLS,WINDTHORST ISD,ARCHER,PK,05,E,25,.,.,.,11.5,41.5,10.6,0.0,0.0,0.0,41.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
006902,006902001,6,16,EE - 12, ,61,85,100,73,100,.,100,100,100,34,306,11.1,315,99,31,229,CLAUDE SCHOOLS,REGION 16: AMARILLO,CLAUDE ISD,ARMSTRONG,EE,12,B,3,0,0,0,1.0,31.4,9.8,0.0,0.0,0.0,72.7,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
007901,007901001,7,20,09 - 12, ,47,49,100,48,100,.,75,80,75,14,144,9.7,125,87,17,125,CHARLOTTE H S,REGION 20: SAN ANTONIO,CHARLOTTE ISD,ATASCOSA,09,12,S,6,.,.,0,4.8,69.6,13.6,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
007901,007901041,7,20,06 - 08, ,30,.,.,30,.,.,.,0,0,11,108,10.2,105,80,18,105,CHARLOTTE MIDDLE,REGION 20: SAN ANTONIO,CHARLOTTE ISD,ATASCOSA,06,08,M,11,.,.,.,10.5,76.2,17.1,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
007901,007901101,7,20,PK - 05, ,39,.,.,39,.,.,.,0,38,13,159,8.2,189,129,22,82,CHARLOTTE EL,REGION 20: SAN ANTONIO,CHARLOTTE ISD,ATASCOSA,PK,05,E,7,.,.,.,3.7,68.3,11.6,0.0,0.0,0.0,43.4,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
007902,007902001,7,20,09 - 12, ,60,47,97.8,54,100,.,50,100,100,55,461,11.9,430,194,52,430,JOURDANTON H S,REGION 20: SAN ANTONIO,JOURDANTON ISD,ATASCOSA,09,12,S,10,0,0,0,2.3,45.1,12.1,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,99,Not Rated: Declared State of Disaster
007902,007902005,7,20,07 - 10, ,.,.,.,.,.,.,.,.,.,120,121,99.2,5,1,3,5,ATASCOSA COUNTY JUVENILE JUSTICE C,REGION 20: SAN ANTONIO,JOURDANTON ISD,ATASCOSA,07,10,S,0,0,0,0,0.0,20.0,60.0,0.0,0.0,0.0,100.0,N,N,N,N,N,N,Y,N,Y, ,N,RESIDENTIAL FACILITY,N,100,-1,Not Rated
007902,007902006,7,20,09 - 11, ,.,.,.,.,.,.,.,.,.,22,22,100,2,2,0,2,JOURDANTON DAEP,REGION 20: SAN ANTONIO,JOURDANTON ISD,ATASCOSA,09,11,S,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,N,Y,N,N,N,N,N,N,N, ,N, ,N,.,.,Not Rated
007902,007902041,7,20,06 - 08, ,43,.,.,43,.,.,.,13,29,40,388,10.3,361,189,47,361,JOURDANTON J H,REGION 20: SAN ANTONIO,JOURDANTON ISD,ATASCOSA,06,08,M,8,0,0,0,2.2,52.4,13.0,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
007902,007902101,7,20,EE - 05, ,43,.,.,43,.,.,.,25,21,70,660,10.6,762,452,121,376,JOURDANTON EL,REGION 20: SAN ANTONIO,JOURDANTON ISD,ATASCOSA,EE,05,E,32,0,0,0,4.2,59.3,15.9,0.0,0.0,0.0,49.3,N,N,N,N,N,N,N,N,N, ,N, ,N,99,96,Not Rated: Declared State of Disaster
007904,007904001,7,20,09 - 12, ,39,88,93.8,64,100,100,100,0,25,64,499,12.8,477,297,33,477,LYTLE H S,REGION 20: SAN ANTONIO,LYTLE ISD,ATASCOSA,09,12,S,48,0,0,23,10.1,62.3,6.9,0.0,4.8,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,97,97,Not Rated: Declared State of Disaster
007904,007904002,7,20,09 - 12, ,.,.,.,.,.,.,.,.,.,21,21,100,3,3,2,3,LYTLE DAEP,REGION 20: SAN ANTONIO,LYTLE ISD,ATASCOSA,09,12,S,0,0,0,0,0.0,100.0,66.7,0.0,0.0,0.0,100.0,N,Y,N,N,N,N,N,N,N, ,N, ,N,.,.,Not Rated
007904,007904041,7,20,06 - 08, ,33,.,.,33,.,100,.,0,0,68,439,15.5,423,282,39,423,LYTLE J H,REGION 20: SAN ANTONIO,LYTLE ISD,ATASCOSA,06,08,M,66,0,0,0,15.6,66.7,9.2,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
007904,007904101,7,20,02 - 05, ,28,.,.,28,.,0,.,0,0,82,566,14.5,522,347,64,376,LYTLE EL,REGION 20: SAN ANTONIO,LYTLE ISD,ATASCOSA,02,05,E,82,0,0,0,15.7,66.5,12.3,0.0,0.0,0.0,72.0,N,N,N,N,N,N,N,N,N, ,Y, ,N,100,100,Not Rated: Declared State of Disaster
007904,007904103,7,20,EE - 01,'007904101,.,.,.,.,.,.,.,.,.,21,166,12.7,331,247,48,0,LYTLE PRIMARY SCHOOL,REGION 20: SAN ANTONIO,LYTLE ISD,ATASCOSA,EE,01,E,50,0,0,0,15.1,74.6,14.5,0.0,0.0,0.0,0.0,N,N,N,N,N,N,N,N,N,LYTLE EL,N, ,Y,.,.,Not Rated: Declared State of Disaster
007905,007905001,7,20,09 - 12, ,53,72,97.8,63,100,.,100,100,100,107,1050,10.2,965,549,145,965,PLEASANTON H S,REGION 20: SAN ANTONIO,PLEASANTON ISD,ATASCOSA,09,12,S,20,0,0,0,2.1,56.9,15.0,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,97,Not Rated: Declared State of Disaster
007905,007905004,7,20,08 - 12, ,.,.,.,.,.,.,.,.,.,8,8,100,7,5,1,7,ATASCOSA CO ALTER,REGION 20: SAN ANTONIO,PLEASANTON ISD,ATASCOSA,08,12,S,0,0,0,0,0.0,71.4,14.3,0.0,0.0,0.0,100.0,N,N,N,Y,N,N,N,N,N, ,N, ,N,.,-1,Not Rated
007905,007905005,7,20,09 - 12, ,28,18,100,.,100,.,0,0,.,22,23,95.7,14,5,2,14,PLEASANTON ISD SCHOOL OF CHOICE,REGION 20: SAN ANTONIO,PLEASANTON ISD,ATASCOSA,09,12,S,0,0,0,0,0.0,35.7,14.3,0.0,0.0,0.0,100.0,N,N,N,N,N,N,Y,Y,N, ,N,AEC OF CHOICE - DRS,N,100,97,Not Rated: Declared State of Disaster
007905,007905041,7,20,06 - 08, ,36,.,.,36,.,0,.,0,0,93,859,10.8,826,507,104,826,PLEASANTON J H,REGION 20: SAN ANTONIO,PLEASANTON ISD,ATASCOSA,06,08,M,44,0,0,0,5.3,61.4,12.6,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,98,94,Not Rated: Declared State of Disaster
007905,007905103,7,20,02 - 05, ,36,.,.,36,.,0,.,11,13,127,1102,11.5,967,651,136,732,PLEASANTON EL,REGION 20: SAN ANTONIO,PLEASANTON ISD,ATASCOSA,02,05,E,55,0,0,0,5.7,67.3,14.1,0.0,0.0,0.0,75.7,N,N,N,N,N,N,N,N,N, ,Y, ,N,99,98,Not Rated: Declared State of Disaster
007905,007905105,7,20,EE - 01,'007905103,.,.,.,.,.,.,.,.,.,39,277,14.1,652,460,67,0,PLEASANTON PRI,REGION 20: SAN ANTONIO,PLEASANTON ISD,ATASCOSA,EE,01,E,35,0,0,0,5.4,70.6,10.3,0.0,0.0,0.0,0.0,N,N,N,N,N,N,N,N,N,PLEASANTON EL,N, ,Y,.,.,Not Rated: Declared State of Disaster
007906,007906001,7,20,09 - 12, ,36,24,97.2,30,100,.,0,0,45,52,463,11.2,461,263,61,461,POTEET H S,REGION 20: SAN ANTONIO,POTEET ISD,ATASCOSA,09,12,S,16,0,0,0,3.5,57.0,13.2,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,85,Not Rated: Declared State of Disaster
007906,007906041,7,20,06 - 08, ,32,.,.,32,.,100,.,0,13,50,415,12,371,230,45,371,POTEET J H,REGION 20: SAN ANTONIO,POTEET ISD,ATASCOSA,06,08,M,34,0,0,0,9.2,62.0,12.1,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,96,Not Rated: Declared State of Disaster
007906,007906101,7,20,EE - 03, ,26,.,.,26,.,.,.,0,0,58,403,14.4,509,330,50,110,POTEET EL,REGION 20: SAN ANTONIO,POTEET ISD,ATASCOSA,EE,03,E,39,0,0,0,7.7,64.8,9.8,0.0,0.0,0.0,21.6,N,N,N,N,N,N,N,N,N, ,N, ,N,100,97,Not Rated: Declared State of Disaster
007906,007906102,7,20,04 - 05, ,32,.,.,32,.,100,.,25,21,44,287,15.3,260,151,31,260,POTEET INT,REGION 20: SAN ANTONIO,POTEET ISD,ATASCOSA,04,05,E,30,0,0,0,11.5,58.1,11.9,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,98,Not Rated: Declared State of Disaster
008901,008901001,8,6,09 - 12, ,51,51,98.9,51,75,100,60,60,57,35,714,4.9,703,272,62,703,BELLVILLE H S,REGION 06: HUNTSVILLE,BELLVILLE ISD,AUSTIN,09,12,S,36,0,0,0,5.1,38.7,8.8,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,98,Not Rated: Declared State of Disaster
008901,008901041,8,6,06 - 08, ,42,.,.,42,.,100,.,0,0,21,520,4,513,234,79,513,BELLVILLE J H,REGION 06: HUNTSVILLE,BELLVILLE ISD,AUSTIN,06,08,M,46,0,0,0,9.0,45.6,15.4,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,98,Not Rated: Declared State of Disaster
008901,008901101,8,6,EE - 03, ,38,.,.,38,.,100,.,13,10,28,390,7.2,532,305,82,126,O'BRYANT PRI,REGION 06: HUNTSVILLE,BELLVILLE ISD,AUSTIN,EE,03,E,85,0,0,0,16.0,57.3,15.4,0.0,0.0,0.0,23.7,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
008901,008901102,8,6,04 - 05, ,35,.,.,35,.,100,.,0,0,15,311,4.8,284,141,46,284,O'BRYANT INT,REGION 06: HUNTSVILLE,BELLVILLE ISD,AUSTIN,04,05,E,31,.,.,.,10.9,49.6,16.2,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
008901,008901105,8,6,KG - 05, ,48,.,.,48,.,.,.,33,17,7,125,5.6,152,45,12,78,WEST END EL,REGION 06: HUNTSVILLE,BELLVILLE ISD,AUSTIN,KG,05,E,7,.,.,.,4.6,29.6,7.9,0.0,0.0,0.0,51.3,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
008902,008902001,8,6,09 - 12, ,51,52,96.9,52,100,0,100,60,38,67,841,8,817,430,92,817,SEALY H S,REGION 06: HUNTSVILLE,SEALY ISD,AUSTIN,09,12,S,85,0,0,0,10.4,52.6,11.3,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
008902,008902041,8,6,06 - 08, ,41,.,.,41,.,0,.,0,0,52,700,7.4,681,410,87,681,SEALY J H,REGION 06: HUNTSVILLE,SEALY ISD,AUSTIN,06,08,M,86,0,0,0,12.6,60.2,12.8,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,96,Not Rated: Declared State of Disaster
008902,008902102,8,6,EE - 05, ,36,.,.,36,.,100,.,0,13,62,550,11.3,635,396,86,311,SELMAN EL,REGION 06: HUNTSVILLE,SEALY ISD,AUSTIN,EE,05,E,133,0,0,0,20.9,62.4,13.5,0.0,0.0,0.0,49.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,98,Not Rated: Declared State of Disaster
008902,008902104,8,6,PK - 05, ,43,.,.,43,.,100,.,20,56,48,550,8.7,670,431,87,313,SEALY EL,REGION 06: HUNTSVILLE,SEALY ISD,AUSTIN,PK,05,E,154,0,0,0,23.0,64.3,13.0,0.0,0.0,0.0,46.7,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
008903,008903001,8,6,09 - 12, ,54,61,100,58,100,.,100,88,55,28,276,10.1,253,128,18,253,BRAZOS H S,REGION 06: HUNTSVILLE,BRAZOS ISD,AUSTIN,09,12,S,21,0,0,0,8.3,50.6,7.1,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
008903,008903041,8,6,06 - 08, ,56,.,.,56,.,0,.,100,88,10,199,5,209,124,39,209,BRAZOS MIDDLE,REGION 06: HUNTSVILLE,BRAZOS ISD,AUSTIN,06,08,M,30,0,.,.,14.4,59.3,18.7,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
008903,008903102,8,6,EE - 05, ,42,.,.,42,.,100,.,25,50,23,265,8.7,332,244,35,142,BRAZOS EL,REGION 06: HUNTSVILLE,BRAZOS ISD,AUSTIN,EE,05,E,67,.,.,.,20.2,73.5,10.5,0.0,0.0,0.0,42.8,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
009901,009901001,9,17,09 - 12, ,53,100,100,77,100,100,100,88,82,22,358,6.1,362,295,51,362,MULESHOE H S,REGION 17: LUBBOCK,MULESHOE ISD,BAILEY,09,12,S,36,0,0,0,9.9,81.5,14.1,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
009901,009901041,9,17,06 - 08, ,31,.,.,31,.,100,.,13,13,33,348,9.5,327,280,49,327,WATSON J H,REGION 17: LUBBOCK,MULESHOE ISD,BAILEY,06,08,M,87,0,.,.,26.6,85.6,15.0,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
009901,009901101,9,17,03 - 05, ,32,.,.,32,.,100,.,0,6,30,348,8.6,303,264,44,303,MARY DESHAZO EL,REGION 17: LUBBOCK,MULESHOE ISD,BAILEY,03,05,E,118,.,.,.,38.9,87.1,14.5,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,Y, ,N,100,100,Not Rated: Declared State of Disaster
009901,009901103,9,17,EE - 02,'009901101,.,.,.,.,.,.,.,.,.,29,217,13.4,344,307,40,0,DILLMAN EL,REGION 17: LUBBOCK,MULESHOE ISD,BAILEY,EE,02,E,138,.,.,.,40.1,89.2,11.6,0.0,0.0,0.0,0.0,N,N,N,N,N,N,N,N,N,MARY DESHAZO EL,N, ,Y,.,.,Not Rated: Declared State of Disaster
010901,010901001,10,20,EE - 12, ,45,35,100,40,100,.,0,57,42,64,282,22.7,273,185,43,181,MEDINA SCHOOL,REGION 20: SAN ANTONIO,MEDINA ISD,BANDERA,EE,12,B,4,0,0,0,1.5,67.8,15.8,0.0,0.0,0.0,66.3,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
010902,010902001,10,20,09 - 12, ,43,45,92.6,44,25,.,17,0,29,91,680,13.4,658,269,90,658,BANDERA H S,REGION 20: SAN ANTONIO,BANDERA ISD,BANDERA,09,12,S,21,0,0,0,3.2,40.9,13.7,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,94,Not Rated: Declared State of Disaster
010902,010902041,10,20,06 - 08, ,37,.,.,37,.,.,.,0,0,67,583,11.5,538,260,76,538,BANDERA MIDDLE,REGION 20: SAN ANTONIO,BANDERA ISD,BANDERA,06,08,M,27,0,.,.,5.0,48.3,14.1,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,94,Not Rated: Declared State of Disaster
010902,010902101,10,20,EE - 05, ,36,.,.,36,.,0,.,0,0,71,476,14.9,561,309,75,250,ALKEK EL,REGION 20: SAN ANTONIO,BANDERA ISD,BANDERA,EE,05,E,39,.,.,.,7.0,55.1,13.4,0.0,0.0,0.0,44.6,N,N,N,N,N,N,N,N,N, ,N, ,N,100,94,Not Rated: Declared State of Disaster
010902,010902102,10,20,EE - 05, ,45,.,.,45,.,.,.,50,71,53,409,13,459,259,96,216,HILL COUNTRY EL,REGION 20: SAN ANTONIO,BANDERA ISD,BANDERA,EE,05,E,20,0,0,0,4.4,56.4,20.9,0.0,0.0,0.0,47.1,N,N,N,N,N,N,N,N,N, ,N, ,N,100,95,Not Rated: Declared State of Disaster
011901,011901001,11,13,09 - 12, ,40,50,100,45,100,0,75,0,0,221,1549,14.3,1476,876,155,1476,BASTROP H S,REGION 13: AUSTIN,BASTROP ISD,BASTROP,09,12,S,240,.,.,0,16.3,59.3,10.5,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,92,Not Rated: Declared State of Disaster
011901,011901002,11,13,09 - 12, ,42,58,98.8,50,83,100,100,36,44,226,1775,12.7,1734,1240,185,1734,CEDAR CREEK H S,REGION 13: AUSTIN,BASTROP ISD,BASTROP,09,12,S,503,.,.,0,29.0,71.5,10.7,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,88,Not Rated: Declared State of Disaster
011901,011901005,11,13,09 - 12, ,72,100,100,86,100,.,100,100,100,15,228,6.6,232,140,4,232,COLORADO RIVER COLLEGIATE ACADEMY,REGION 13: AUSTIN,BASTROP ISD,BASTROP,09,12,S,17,.,155,0,7.3,60.3,1.7,66.8,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,97,Not Rated: Declared State of Disaster
011901,011901022,11,13,09 - 12, ,19,14,96.6,.,20,.,0,0,0,8,8,100,136,116,25,136,GENESIS H S,REGION 13: AUSTIN,BASTROP ISD,BASTROP,09,12,S,35,.,.,0,25.7,85.3,18.4,0.0,0.0,0.0,100.0,N,N,N,N,N,N,Y,Y,N, ,N,AEC OF CHOICE - DRS,N,92,79,Not Rated: Declared State of Disaster
011901,011901041,11,13,07 - 08, ,32,.,.,32,.,0,.,0,0,88,911,9.7,858,570,82,858,BASTROP MIDDLE,REGION 13: AUSTIN,BASTROP ISD,BASTROP,07,08,M,200,.,.,.,23.3,66.4,9.6,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,94,Not Rated: Declared State of Disaster
011901,011901101,11,13,PK - 04, ,26,.,.,26,.,100,.,0,0,101,612,16.5,740,523,90,260,EMILE EL,REGION 13: AUSTIN,BASTROP ISD,BASTROP,PK,04,E,213,.,.,.,28.8,70.7,12.2,0.0,0.0,0.0,35.1,N,N,N,N,N,N,N,N,N, ,N, ,N,100,90,Not Rated: Declared State of Disaster
011901,011901102,11,13,EE - 04, ,42,.,.,42,.,.,.,0,50,51,495,10.3,657,376,96,237,MINA EL,REGION 13: AUSTIN,BASTROP ISD,BASTROP,EE,04,E,27,.,.,.,4.1,57.2,14.6,0.0,0.0,0.0,36.1,N,N,N,N,N,N,N,N,N, ,N, ,N,100,86,Not Rated: Declared State of Disaster
011901,011901103,11,13,PK - 04, ,17,.,.,17,.,100,.,0,0,84,654,12.8,834,663,78,314,CEDAR CREEK EL,REGION 13: AUSTIN,BASTROP ISD,BASTROP,PK,04,E,557,.,.,.,66.8,79.5,9.4,0.0,0.0,0.0,37.6,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
011901,011901104,11,13,05 - 06, ,33,.,.,33,.,100,.,0,0,113,902,12.5,800,604,85,800,BASTROP INT,REGION 13: AUSTIN,BASTROP ISD,BASTROP,05,06,M,236,.,.,.,29.5,75.5,10.6,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,94,Not Rated: Declared State of Disaster
011901,011901106,11,13,07 - 08, ,25,.,.,25,.,0,.,0,0,109,1072,10.2,978,828,131,978,CEDAR CREEK MIDDLE,REGION 13: AUSTIN,BASTROP ISD,BASTROP,07,08,M,401,.,.,.,41.0,84.7,13.4,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,92,Not Rated: Declared State of Disaster
011901,011901107,11,13,PK - 04, ,17,.,.,17,.,100,.,0,0,69,519,13.3,630,537,76,244,RED ROCK EL,REGION 13: AUSTIN,BASTROP ISD,BASTROP,PK,04,E,353,.,.,.,56.0,85.2,12.1,0.0,0.0,0.0,38.7,N,N,N,N,N,N,N,N,N, ,N, ,N,100,94,Not Rated: Declared State of Disaster
011901,011901108,11,13,05 - 06, ,25,.,.,25,.,0,.,0,0,125,1002,12.5,918,691,142,918,CEDAR CREEK INT,REGION 13: AUSTIN,BASTROP ISD,BASTROP,05,06,M,463,.,.,.,50.4,75.3,15.5,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,93,Not Rated: Declared State of Disaster
011901,011901109,11,13,PK - 04, ,24,.,.,24,.,100,.,0,0,85,619,13.7,714,561,84,283,BLUEBONNET EL,REGION 13: AUSTIN,BASTROP ISD,BASTROP,PK,04,E,266,.,.,.,37.3,78.6,11.8,0.0,0.0,0.0,39.6,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
011901,011901110,11,13,PK - 04, ,20,.,.,20,.,100,.,0,0,75,515,14.6,639,549,83,227,LOST PINES EL,REGION 13: AUSTIN,BASTROP ISD,BASTROP,PK,04,E,324,.,.,.,50.7,85.9,13.0,0.0,0.0,0.0,35.5,N,N,N,N,N,N,N,N,N, ,N, ,N,100,98,Not Rated: Declared State of Disaster
