COUNTY,REGION,DISTRICT,DISTNAME,CNTYNAME,DFLCHART,DFLALTED,DAD_POST,OUTCOME,asvab_status,DISTNAME_CLEAN
221,14,'221905,TRENT ISD,TAYLOR,N,N, ,Meets Requirements, ,Trent ISD
221,14,'221911,JIM NED CISD,TAYLOR,N,N,0,Meets Requirements, ,Jim Ned CISD
221,14,'221912,WYLIE ISD,TAYLOR,N,N,0,Meets Requirements, ,Wylie ISD
222,18,'222901,TERRELL COUNTY ISD,TERRELL,N,N, ,Meets Requirements, ,Terrell County ISD
223,17,'223901,BROWNFIELD ISD,TERRY,N,N,0,Needs Intervention, ,Brownfield ISD
223,17,'223902,MEADOW ISD,TERRY,N,N, ,Meets Requirements, ,Meadow ISD
223,17,'223904,WELLMAN-UNION CISD,TERRY,N,N, ,Meets Requirements, ,Wellman-Union CISD
224,14,'224901,THROCKMORTON COLLEGIATE ISD,THROCKMORTON,N,N, ,Meets Requirements, ,Throckmorton Collegiate ISD
224,9,'224902,WOODSON ISD,THROCKMORTON,N,N, ,Meets Requirements, ,Woodson ISD
225,8,'225902,MOUNT PLEASANT ISD,TITUS,N,N,0,Meets Requirements, ,Mount Pleasant ISD
225,8,'225906,CHAPEL HILL ISD,TITUS,N,N, ,Meets Requirements, ,Chapel Hill ISD
225,8,'225907,HARTS BLUFF ISD,TITUS,N,N, ,Meets Requirements, ,Harts Bluff ISD
226,15,'226801,TEXAS LEADERSHIP PUBLIC SCHOOLS,TOM GREEN,Y,N,0,Needs Assistance, ,Texas Leadership Public Schools
226,15,'226901,CHRISTOVAL ISD,TOM GREEN,N,N,0,Meets Requirements, ,Christoval ISD
226,15,'226903,SAN ANGELO ISD,TOM GREEN,N,N,0,Needs Intervention, ,San Angelo ISD
226,15,'226905,WATER VALLEY ISD,TOM GREEN,N,N,0,Meets Requirements, ,Water Valley ISD
226,15,'226906,WALL ISD,TOM GREEN,N,N,1,Meets Requirements, ,Wall ISD
226,15,'226907,GRAPE CREEK ISD,TOM GREEN,N,N,0,Meets Requirements, ,Grape Creek ISD
226,15,'226908,VERIBEST ISD,TOM GREEN,N,N,0,Meets Requirements, ,Veribest ISD
227,13,'227506,UNIVERSITY OF TEXAS AT AUSTIN H S,TRAVIS,N,N, ,Meets Requirements,ASVAB Test not Offered,University Of Texas At Austin H S
227,13,'227803,WAYSIDE SCHOOLS,TRAVIS,Y,N,0,Needs Assistance, ,Wayside Schools
227,13,'227804,NYOS CHARTER SCHOOL,TRAVIS,Y,N,0,Meets Requirements, ,Nyos Charter School
227,13,'227805,TEXAS EMPOWERMENT ACADEMY,TRAVIS,Y,N,0,Meets Requirements, ,Texas Empowerment Academy
227,13,'227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,TRAVIS,Y,Y, ,Needs Assistance, ,University Of Texas University Charter School
227,13,'227814,CHAPARRAL STAR ACADEMY,TRAVIS,Y,N, ,Meets Requirements, ,Chaparral Star Academy
227,13,'227816,HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS,TRAVIS,Y,N,0,Meets Requirements, ,Harmony Public Schools - Central Texas
227,13,'227817,CEDARS INTERNATIONAL ACADEMY,TRAVIS,Y,N,0,Meets Requirements,ASVAB Test not Offered,Cedars International Academy
227,13,'227819,UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL,TRAVIS,Y,N, ,Meets Requirements, ,University Of Texas Elementary Charter School
227,4,'227820,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Y,N,0,Needs Assistance,ASVAB Alternative Test Offered,Kipp Texas Public Schools
227,13,'227821,AUSTIN DISCOVERY SCHOOL,TRAVIS,Y,N, ,Meets Requirements, ,Austin Discovery School
227,13,'227824,VALERE PUBLIC SCHOOLS,TRAVIS,Y,N,0,Meets Requirements,ASVAB Test not Offered,Valere Public Schools
227,13,'227825,AUSTIN ACHIEVE PUBLIC SCHOOLS,TRAVIS,Y,N,0,Needs Assistance, ,Austin Achieve Public Schools
227,13,'227826,MONTESSORI FOR ALL,TRAVIS,Y,N, ,Meets Requirements, ,Montessori For All
227,13,'227827,THE EXCEL CENTER - FOR ADULTS,TRAVIS,Y,Y, ,Meets Requirements, ,The Excel Center - For Adults
227,13,'227829,VALOR PUBLIC SCHOOLS,TRAVIS,Y,N, ,Meets Requirements,ASVAB Test not Offered,Valor Public Schools
227,13,'227901,AUSTIN ISD,TRAVIS,N,N,0,Needs Assistance, ,Austin ISD
227,13,'227904,PFLUGERVILLE ISD,TRAVIS,N,N,0,Needs Assistance, ,Pflugerville ISD
227,13,'227907,MANOR ISD,TRAVIS,N,N,0,Needs Intervention, ,Manor ISD
227,13,'227909,EANES ISD,TRAVIS,N,N,0,Meets Requirements, ,Eanes ISD
227,13,'227910,DEL VALLE ISD,TRAVIS,N,N,0,Needs Intervention, ,Del Valle ISD
227,13,'227912,LAGO VISTA ISD,TRAVIS,N,N,0,Meets Requirements, ,Lago Vista ISD
227,13,'227913,LAKE TRAVIS ISD,TRAVIS,N,N,0,Meets Requirements, ,Lake Travis ISD
228,6,'228901,GROVETON ISD,TRINITY,N,N,0,Meets Requirements, ,Groveton ISD
228,6,'228903,TRINITY ISD,TRINITY,N,N,0,Meets Requirements, ,Trinity ISD
228,6,'228904,CENTERVILLE ISD,TRINITY,N,N, ,Meets Requirements, ,Centerville ISD
228,6,'228905,APPLE SPRINGS ISD,TRINITY,N,N,0,Meets Requirements, ,Apple Springs ISD
229,5,'229901,COLMESNEIL ISD,TYLER,N,N,0,Meets Requirements, ,Colmesneil ISD
229,5,'229903,WOODVILLE ISD,TYLER,N,N,0,Needs Assistance, ,Woodville ISD
229,5,'229904,WARREN ISD,TYLER,N,N,0,Needs Assistance, ,Warren ISD
229,5,'229905,SPURGER ISD,TYLER,N,N,0,Meets Requirements, ,Spurger ISD
229,5,'229906,CHESTER ISD,TYLER,N,N,0,Meets Requirements, ,Chester ISD
230,7,'230901,BIG SANDY ISD,UPSHUR,N,N,0,Meets Requirements, ,Big Sandy ISD
230,7,'230902,GILMER ISD,UPSHUR,N,N,1,Meets Requirements, ,Gilmer ISD
230,7,'230903,ORE CITY ISD,UPSHUR,N,N,0,Needs Assistance, ,Ore City ISD
230,7,'230904,UNION HILL ISD,UPSHUR,N,N,0,Meets Requirements,ASVAB Test not Offered,Union Hill ISD
230,7,'230905,HARMONY ISD,UPSHUR,N,N,0,Meets Requirements, ,Harmony ISD
230,7,'230906,NEW DIANA ISD,UPSHUR,N,N,0,Meets Requirements, ,New Diana ISD
230,7,'230908,UNION GROVE ISD,UPSHUR,N,N,0,Meets Requirements, ,Union Grove ISD
231,18,'231901,MCCAMEY ISD,UPTON,N,N,0,Meets Requirements, ,McCamey ISD
231,18,'231902,RANKIN ISD,UPTON,N,N, ,Meets Requirements, ,Rankin ISD
232,20,'232901,KNIPPA ISD,UVALDE,N,N, ,Meets Requirements, ,Knippa ISD
232,20,'232902,SABINAL ISD,UVALDE,N,N,0,Meets Requirements, ,Sabinal ISD
232,20,'232903,UVALDE CISD,UVALDE,N,N,0,Needs Assistance, ,Uvalde CISD
232,20,'232904,UTOPIA ISD,UVALDE,N,N, ,Meets Requirements, ,Utopia ISD
233,15,'233901,SAN FELIPE-DEL RIO CISD,VAL VERDE,N,N,0,Needs Assistance,ASVAB Alternative Test Offered,San Felipe-Del Rio CISD
233,15,'233903,COMSTOCK ISD,VAL VERDE,N,N, ,Meets Requirements, ,Comstock ISD
234,7,'234801,RANCH ACADEMY,VAN ZANDT,Y,Y, ,Meets Requirements,ASVAB Test not Offered,Ranch Academy
234,10,'234902,CANTON ISD,VAN ZANDT,N,N,0,Meets Requirements, ,Canton ISD
234,7,'234903,EDGEWOOD ISD,VAN ZANDT,N,N,0,Meets Requirements, ,Edgewood ISD
234,7,'234904,GRAND SALINE ISD,VAN ZANDT,N,N,0,Meets Requirements, ,Grand Saline ISD
234,7,'234905,MARTINS MILL ISD,VAN ZANDT,N,N,0,Meets Requirements, ,Martins Mill ISD
234,7,'234906,VAN ISD,VAN ZANDT,N,N,0,Needs Assistance, ,Van ISD
234,10,'234907,WILLS POINT ISD,VAN ZANDT,N,N,0,Needs Assistance, ,Wills Point ISD
234,7,'234909,FRUITVALE ISD,VAN ZANDT,N,N,0,Meets Requirements, ,Fruitvale ISD
235,3,'235901,BLOOMINGTON ISD,VICTORIA,N,N,0,Needs Intervention, ,Bloomington ISD
235,3,'235902,VICTORIA ISD,VICTORIA,N,N,0,Needs Intervention, ,Victoria ISD
235,3,'235904,NURSERY ISD,VICTORIA,N,N, ,Meets Requirements, ,Nursery ISD
236,6,'236801,RAVEN SCHOOL,WALKER,Y,Y, ,Meets Requirements, ,Raven School
236,6,'236802,SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,WALKER,Y,N, ,Meets Requirements, ,Sam Houston State University Charter School
236,6,'236901,NEW WAVERLY ISD,WALKER,N,N,0,Meets Requirements, ,New Waverly ISD
236,6,'236902,HUNTSVILLE ISD,WALKER,N,N,0,Needs Assistance, ,Huntsville ISD
237,4,'237902,HEMPSTEAD ISD,WALLER,N,N,0,Needs Assistance, ,Hempstead ISD
237,4,'237904,WALLER ISD,WALLER,N,N,0,Needs Assistance, ,Waller ISD
237,4,'237905,ROYAL ISD,WALLER,N,N,0,Needs Assistance, ,Royal ISD
238,18,'238902,MONAHANS-WICKETT-PYOTE ISD,WARD,N,N,0,Meets Requirements, ,Monahans-Wickett-Pyote ISD
238,18,'238904,GRANDFALLS-ROYALTY ISD,WARD,N,N, ,Meets Requirements, ,Grandfalls-Royalty ISD
239,6,'239901,BRENHAM ISD,WASHINGTON,N,N,0,Needs Assistance, ,Brenham ISD
239,6,'239903,BURTON ISD,WASHINGTON,N,N,0,Meets Requirements, ,Burton ISD
240,1,'240801,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,WEBB,Y,Y, ,Meets Requirements, ,Triumph Public High Schools-Laredo
240,1,'240901,LAREDO ISD,WEBB,N,N, ,Needs Assistance, ,Laredo ISD
240,1,'240903,UNITED ISD,WEBB,N,N,1,Meets Requirements, ,United ISD
240,1,'240904,WEBB CISD,WEBB,N,N,0,Meets Requirements, ,Webb CISD
241,3,'241901,BOLING ISD,WHARTON,N,N,0,Meets Requirements, ,Boling ISD
241,3,'241902,EAST BERNARD ISD,WHARTON,N,N,0,Meets Requirements, ,East Bernard ISD
241,3,'241903,EL CAMPO ISD,WHARTON,N,N,0,Needs Intervention, ,El Campo ISD
241,3,'241904,WHARTON ISD,WHARTON,N,N,0,Needs Substantial Intervention, ,Wharton ISD
241,3,'241906,LOUISE ISD,WHARTON,N,N,0,Meets Requirements, ,Louise ISD
242,16,'242902,SHAMROCK ISD,WHEELER,N,N,0,Meets Requirements, ,Shamrock ISD
242,16,'242903,WHEELER ISD,WHEELER,N,N, ,Meets Requirements, ,Wheeler ISD
242,16,'242905,KELTON ISD,WHEELER,N,N, ,Meets Requirements, ,Kelton ISD
242,16,'242906,FORT ELLIOTT CISD,WHEELER,N,N, ,Meets Requirements, ,Fort Elliott CISD
243,9,'243901,BURKBURNETT ISD,WICHITA,N,N,0,Needs Assistance, ,Burkburnett ISD
243,9,'243902,ELECTRA ISD,WICHITA,N,N,0,Meets Requirements, ,Electra ISD
243,9,'243903,IOWA PARK CISD,WICHITA,N,N,0,Meets Requirements, ,Iowa Park CISD
243,9,'243905,WICHITA FALLS ISD,WICHITA,N,N,0,Needs Assistance, ,Wichita Falls ISD
243,9,'243906,CITY VIEW ISD,WICHITA,N,N,0,Meets Requirements, ,City View ISD
244,9,'244901,HARROLD ISD,WILBARGER,N,N, ,Meets Requirements, ,Harrold ISD
244,9,'244903,VERNON ISD,WILBARGER,N,N,0,Needs Assistance, ,Vernon ISD
244,9,'244905,NORTHSIDE ISD,WILBARGER,N,N, ,Meets Requirements, ,Northside ISD
245,1,'245901,LASARA ISD,WILLACY,N,N,0,Meets Requirements, ,Lasara ISD
245,1,'245902,LYFORD CISD,WILLACY,N,N, ,Meets Requirements, ,Lyford CISD
245,1,'245903,RAYMONDVILLE ISD,WILLACY,N,N,1,Meets Requirements, ,Raymondville ISD
245,1,'245904,SAN PERLITA ISD,WILLACY,N,N,1,Meets Requirements, ,San Perlita ISD
246,13,'246801,MERIDIAN WORLD SCHOOL LLC,WILLIAMSON,Y,N, ,Meets Requirements, ,Meridian World School LLC
246,13,'246802,GOODWATER MONTESSORI SCHOOL,WILLIAMSON,Y,N, ,Meets Requirements, ,Goodwater Montessori School
246,13,'246902,FLORENCE ISD,WILLIAMSON,N,N,0,Meets Requirements, ,Florence ISD
246,13,'246904,GEORGETOWN ISD,WILLIAMSON,N,N,0,Needs Intervention, ,Georgetown ISD
246,13,'246905,GRANGER ISD,WILLIAMSON,N,N, ,Meets Requirements, ,Granger ISD
246,13,'246906,HUTTO ISD,WILLIAMSON,N,N,0,Meets Requirements, ,Hutto ISD
246,13,'246907,JARRELL ISD,WILLIAMSON,N,N,0,Needs Assistance, ,Jarrell ISD
246,13,'246908,LIBERTY HILL ISD,WILLIAMSON,N,N,0,Meets Requirements, ,Liberty Hill ISD
246,13,'246909,ROUND ROCK ISD,WILLIAMSON,N,N, ,Meets Requirements, ,Round Rock ISD
246,13,'246911,TAYLOR ISD,WILLIAMSON,N,N,0,Needs Assistance, ,Taylor ISD
246,13,'246912,THRALL ISD,WILLIAMSON,N,N,0,Meets Requirements, ,Thrall ISD
246,13,'246913,LEANDER ISD,WILLIAMSON,N,N,0,Meets Requirements, ,Leander ISD
246,13,'246914,COUPLAND ISD,WILLIAMSON,N,N, ,Meets Requirements, ,Coupland ISD
247,20,'247901,FLORESVILLE ISD,WILSON,N,N,0,Meets Requirements, ,Floresville ISD
247,20,'247903,LA VERNIA ISD,WILSON,N,N,0,Meets Requirements, ,La Vernia ISD
247,20,'247904,POTH ISD,WILSON,N,N,0,Meets Requirements, ,Poth ISD
247,20,'247906,STOCKDALE ISD,WILSON,N,N,0,Meets Requirements, ,Stockdale ISD
248,18,'248901,KERMIT ISD,WINKLER,N,N,0,Meets Requirements, ,Kermit ISD
248,18,'248902,WINK-LOVING ISD,WINKLER,N,N,0,Meets Requirements, ,Wink-Loving ISD
249,11,'249901,ALVORD ISD,WISE,N,N,0,Meets Requirements, ,Alvord ISD
249,11,'249902,BOYD ISD,WISE,N,N,0,Needs Assistance, ,Boyd ISD
249,11,'249903,BRIDGEPORT ISD,WISE,N,N,0,Needs Assistance, ,Bridgeport ISD
249,11,'249904,CHICO ISD,WISE,N,N,0,Meets Requirements, ,Chico ISD
249,11,'249905,DECATUR ISD,WISE,N,N,0,Needs Assistance, ,Decatur ISD
249,11,'249906,PARADISE ISD,WISE,N,N,0,Meets Requirements, ,Paradise ISD
249,11,'249908,SLIDELL ISD,WISE,N,N, ,Meets Requirements, ,Slidell ISD
250,7,'250902,HAWKINS ISD,WOOD,N,N,0,Meets Requirements, ,Hawkins ISD
250,7,'250903,MINEOLA ISD,WOOD,N,N,0,Meets Requirements, ,Mineola ISD
250,7,'250904,QUITMAN ISD,WOOD,N,N,1,Meets Requirements, ,Quitman ISD
250,7,'250905,YANTIS ISD,WOOD,N,N,0,Meets Requirements, ,Yantis ISD
250,7,'250906,ALBA-GOLDEN ISD,WOOD,N,N,0,Meets Requirements, ,Alba-Golden ISD
250,7,'250907,WINNSBORO ISD,WOOD,N,N,0,Needs Assistance, ,Winnsboro ISD
251,17,'251901,DENVER CITY ISD,YOAKUM,N,N,0,Meets Requirements, ,Denver City ISD
251,17,'251902,PLAINS ISD,YOAKUM,N,N,0,Meets Requirements, ,Plains ISD
252,9,'252901,GRAHAM ISD,YOUNG,N,N,0,Needs Assistance, ,Graham ISD
252,9,'252902,NEWCASTLE ISD,YOUNG,N,N, ,Meets Requirements, ,Newcastle ISD
252,9,'252903,OLNEY ISD,YOUNG,N,N,0,Meets Requirements, ,Olney ISD
253,1,'253901,ZAPATA COUNTY ISD,ZAPATA,N,N,0,Needs Assistance, ,Zapata County ISD
254,20,'254901,CRYSTAL CITY ISD,ZAVALA,N,N,0,Needs Intervention, ,Crystal City ISD
254,20,'254902,LA PRYOR ISD,ZAVALA,N,N,0,Meets Requirements, ,La Pryor ISD
